total_trades,win_rate,avg_win,avg_loss,profit_loss_ratio,total_return,max_drawdown,sharpe_ratio,total_pnl,total_commission,gross_profit,gross_loss,profit_factor,initial_capital,final_net_worth,avg_trade_pnl,avg_trade_pnl_ratio,max_single_win,max_single_loss,commission_ratio,tp1_exits,sl_exits,long_trades,short_trades,year,freq
15,80.0,96.89204166666666,-342.4213809523814,0.28296142430469573,0.000778263571428397,0.010703344412854057,0.06655509069188933,135.44035714285585,115.27392857142858,1162.7044999999998,-1027.2641428571442,1.131845697218783,100000.0,100077.82635714284,9.029357142857057,9.029357142857057e-05,337.4405,-1001.7171428571442,0.0011527392857142858,14,1,5,10,2023,60min
11,100.0,69.7025,0.0,0.0,0.007275814999999566,0.0015331874230937843,0.9091071315095127,766.7275000000001,78.27250000000001,766.7275000000001,0.0,0.0,100000.0,100727.58149999996,69.7025,0.000697025,182.951,0.0,0.0007827250000000001,11,0,4,7,2024,60min
17,76.47058823529412,44.56807692307692,-262.9366071428568,0.1695012246768002,-0.005257294285714306,0.010049006999083891,-0.4730903360350672,-472.36142857142744,106.64714285714287,579.385,-1051.7464285714273,0.5508789801996007,100000.0,99474.27057142857,-27.785966386554556,-0.0002778596638655456,89.0655,-428.14842857143054,0.0010664714285714286,14,3,5,12,2025,60min
53,75.47169811320755,45.057925,-120.41573626373659,0.37418635136950346,0.00031824428571388124,0.008658345491637907,0.03416342260258865,236.91242857142456,410.23042857142855,1802.3169999999998,-1565.4045714285758,1.151342619598472,100000.0,100031.82442857139,4.4700458221023505,4.4700458221023505e-05,387.5335,-443.92821428571625,0.004102304285714286,48,5,24,29,2023,15min
54,74.07407407407408,38.975175,-95.06060204081662,0.4100034521479787,0.0003869157142861513,0.010392955446938952,0.026968118703584006,228.1585714285676,378.9842857142857,1559.0069999999998,-1330.8484285714326,1.1714384347085105,100000.0,100038.69157142862,4.225158730158659,4.2251587301586594e-05,388.2915,-379.5164285714279,0.003789842857142857,49,5,18,36,2024,15min
44,59.09090909090909,13.714923076923075,-55.49740476190494,0.2471272870463558,-0.007806892857143539,0.008927057857143664,-1.27470726815081,-642.3652857142887,276.65100000000007,356.5879999999999,-998.9532857142887,0.3569616368447362,100000.0,99219.31071428565,-14.599211038961107,-0.00014599211038961106,38.7585,-409.3788571428565,0.0027665100000000007,40,4,20,24,2025,15min
185,52.43243243243243,12.775376288659794,-61.16437418831178,0.20886956595561976,-0.048585144285714775,0.04893838620738081,-4.441142403057498,-4143.253428571437,1430.3962857142858,1239.2114999999997,-5382.464928571438,0.23023122611017166,100000.0,95141.48557142852,-22.395964478764526,-0.00022395964478764526,117.5315,-370.5550714285695,0.014303962857142858,162,23,99,86,2023,5min
156,42.94871794871795,20.170552238805968,-32.32076645264843,0.6240740691702611,-0.020599732142855792,0.02089973214285579,-1.9597344285323726,-1525.1212142857107,1102.9783571428577,1351.4270000000001,-2876.5482142857104,0.46980856892592693,100000.0,97940.02678571442,-9.776418040293018,-9.776418040293018e-05,153.406,-358.1920714285721,0.011029783571428578,143,12,74,82,2024,5min
166,16.867469879518072,11.838785714285715,-17.664681677018653,0.6701952478253659,-0.026275940714284806,0.026734536479979695,-3.5980108407611784,-2106.240071428574,1042.6686428571431,331.48599999999993,-2437.7260714285744,0.13598164448630606,100000.0,97372.40592857152,-12.688193201376953,-0.0001268819320137695,54.092,-215.472785714287,0.010426686428571431,154,12,71,95,2025,5min
