trade_id,direction,entry_time,exit_time,entry_price,exit_price,quantity,entry_cost,exit_cost,margin_used,pnl,pnl_ratio,exit_reason,quality_score
9db36582-44d8-4c58-9ab7-d1bdd2240df8,long,2024-01-03 09:40:00,2024-01-03 09:45:00,4065.0,4064.5,1,4.065,4.0645,4065.0,-13.1295,-0.003229889298892989,tp1,
34ea04f8-528b-4a17-8118-abb5beaa5b31,short,2024-01-03 21:25:00,2024-01-03 21:45:00,4046.0,4045.5,1,4.046,4.0455000000000005,4046.0,-3.0915,-0.0007640879881364311,tp1,64.27711984476201
1aeafd9e-573d-4ae9-b572-9bdd99b0b58b,short,2024-01-05 09:30:00,2024-01-05 09:55:00,4016.0,4013.0,1,4.016,4.013,4016.0,21.971,0.0054708665338645416,tp1,66.29972906845187
19fd1603-ab41-4242-8b0e-15be5cf449c4,short,2024-01-05 14:30:00,2024-01-05 14:35:00,3989.0,3987.5,1,3.9890000000000003,3.9875000000000003,3989.0,7.023499999999999,0.001760716971672098,tp1,67.59142342065343
1bdf12fa-c4f7-47b1-9e8b-3a206b82873e,long,2024-01-08 21:15:00,2024-01-08 21:40:00,3961.0,3946.4285714285716,1,3.9610000000000003,3.946428571428572,3961.0,-153.62171428571298,-0.038783568362967175,stop_loss,51.125863910466705
4c429a64-61e6-48ef-8238-60e03624ebf0,long,2024-01-11 11:15:00,2024-01-11 11:20:00,3918.0,3918.5,1,3.918,3.9185000000000003,3918.0,-2.836500000000001,-0.000723966309341501,tp1,63.750070939615966
2f9a0dc9-64ee-426f-92b6-53de717fb8ff,short,2024-01-11 22:10:00,2024-01-11 22:15:00,3916.0,3916.5,1,3.9160000000000004,3.9165,3916.0,-12.8325,-0.00327694075587334,tp1,59.71129023844606
637959ec-3508-4706-ae0c-35af3eb0b297,long,2024-01-12 09:55:00,2024-01-12 10:00:00,3923.0,3922.5,1,3.923,3.9225000000000003,3923.0,-12.845500000000001,-0.0032744073413204186,tp1,50.257350725807306
67767d3b-2ae1-4c5c-a954-08570865d1c3,short,2024-01-16 13:35:00,2024-01-16 13:40:00,3876.0,3876.5,1,3.8760000000000003,3.8765,3876.0,-12.752500000000001,-0.003290118679050568,tp1,56.23399892914145
9413c013-f80f-4296-8222-84f6e77756ad,short,2024-01-19 22:45:00,2024-01-22 09:00:00,3903.0,3903.0,1,3.903,3.903,3903.0,-7.806,-0.002,tp1,58.37213334319172
d624d5fc-0e58-4691-8fad-9940bfa61773,long,2024-01-22 09:15:00,2024-01-22 09:20:00,3917.0,3921.5,1,3.9170000000000003,3.9215,3917.0,37.161500000000004,0.009487235128925199,tp1,70.66129005605379
a2cd772c-8e67-46b9-8403-eff88368e3c6,long,2024-01-22 22:40:00,2024-01-22 22:45:00,3914.0,3914.0,1,3.914,3.914,3914.0,-7.828,-0.002,tp1,55.75424736494833
ad3e0fcc-2deb-4f56-bf03-bf5e39319cfc,long,2024-01-24 09:30:00,2024-01-24 09:35:00,3942.0,3942.0,1,3.942,3.942,3942.0,-7.884,-0.002,tp1,57.7992266060774
e181463c-3b4f-458a-89fb-c6a59142fd34,long,2024-01-24 21:00:00,2024-01-24 21:05:00,3966.0,3966.5,1,3.966,3.9665000000000004,3966.0,-2.932500000000001,-0.0007394099848714072,tp1,98.33333333333333
ae3b847b-2f5b-4eae-bc6f-cc9d9975d57e,long,2024-01-24 22:30:00,2024-01-24 22:45:00,3975.0,3976.5,1,3.975,3.9765,3975.0,7.0485,0.0017732075471698114,tp1,63.647040988607586
c1eb8a75-d221-45cd-a377-6a757bcd340c,long,2024-01-25 09:55:00,2024-01-25 10:05:00,3982.0,3982.0,1,3.982,3.982,3982.0,-7.964,-0.002,tp1,63.734319514543
83907fab-2742-4c04-953b-225f924dfe81,long,2024-01-26 22:55:00,2024-01-29 09:00:00,3981.0,3970.5714285714284,1,3.9810000000000003,3.9705714285714286,3981.0,-112.23728571428701,-0.028193239315319522,stop_loss,68.58765130103534
c4307c96-71a4-45aa-9362-584c2b93d70f,short,2024-01-29 22:15:00,2024-01-29 22:50:00,3962.0,3971.8571428571427,1,3.962,3.971857142857143,3962.0,-106.50528571428376,-0.026881697555346733,stop_loss,56.0657495460211
a3cb452c-fa40-498a-9f97-67454bba9056,long,2024-02-02 22:45:00,2024-02-02 22:50:00,3848.0,3848.0,1,3.8480000000000003,3.8480000000000003,3848.0,-7.696000000000001,-0.002,tp1,53.53101281096949
336ff37d-68f5-4535-98d1-d5a6be976441,long,2024-02-07 09:35:00,2024-02-07 10:00:00,3832.0,3831.0,1,3.8320000000000003,3.8310000000000004,3832.0,-17.663,-0.004609342379958246,tp1,68.83458149817915
95a96339-1da6-4d4b-a641-0bbe59bebd2b,short,2024-02-19 10:00:00,2024-02-19 10:35:00,3832.0,3831.0,1,3.8320000000000003,3.8310000000000004,3832.0,2.3369999999999997,0.0006098643006263048,tp1,50.79712897314741
0b3c6d27-e15c-4edf-94ca-47293bf1bad6,short,2024-02-20 10:35:00,2024-02-20 10:40:00,3788.0,3788.0,1,3.7880000000000003,3.7880000000000003,3788.0,-7.5760000000000005,-0.002,tp1,61.26297739723347
2b45ab5f-3fde-49f7-a9d1-dd183c2d39b3,long,2024-02-21 10:10:00,2024-02-21 10:30:00,3751.0,3751.5,1,3.7510000000000003,3.7515,3751.0,-2.5025000000000004,-0.0006671554252199414,tp1,70.03231791218519
4c99ab64-db06-4868-a959-afe5ed44eeb4,short,2024-02-22 13:35:00,2024-02-22 13:50:00,3781.0,3778.0,1,3.781,3.778,3781.0,22.441,0.005935202327426606,tp1,73.3590513703403
