trade_id,direction,entry_time,exit_time,entry_price,exit_price,quantity,entry_cost,exit_cost,margin_used,pnl,pnl_ratio,exit_reason,quality_score
b7e491de-479d-42ef-8e48-f9df2b25b52d,long,2025-01-03 22:45:00,2025-01-07 09:00:00,3281.0,3240.714285714286,1,3.281,3.240714285714286,3281.0,-409.3788571428565,-0.12477258675490902,stop_loss,
cf67731c-0a17-4d91-b534-89109c982651,short,2025-01-07 09:15:00,2025-01-07 09:45:00,3247.0,3245.5,1,3.2470000000000003,3.2455000000000003,3247.0,8.5075,0.0026201108715737604,tp1,
7c062fb8-379a-4b74-bea6-60520012af96,long,2025-01-16 14:15:00,2025-01-16 14:30:00,3316.0,3315.5,1,3.3160000000000003,3.3155,3316.0,-11.6315,-0.003507689987937274,tp1,50.17497710153413
c6a21da1-31e1-4d69-991f-c2e65e9d878c,short,2025-02-11 09:30:00,2025-02-11 09:45:00,3316.0,3317.0,1,3.3160000000000003,3.317,3316.0,-16.633000000000003,-0.0050159831121833545,tp1,51.862605258175385
2b2d833b-a285-4159-a78a-5bf8beb4c16e,short,2025-02-13 14:45:00,2025-02-13 21:00:00,3261.0,3259.5,1,3.261,3.2595,3261.0,8.4795,0.0026002759889604417,tp1,68.26312559981726
d745d9cb-e72f-4b1d-92f2-a135b278aa6e,short,2025-02-21 14:45:00,2025-02-21 21:00:00,3358.0,3356.5,1,3.358,3.3565,3358.0,8.285499999999999,0.002467391304347826,tp1,54.522466385422305
09e568b3-a57a-4734-bde2-2d3e09cfbcc4,short,2025-03-05 09:30:00,2025-03-05 09:45:00,3262.0,3259.0,1,3.262,3.2590000000000003,3262.0,23.479,0.00719773145309626,tp1,65.4132160355068
151267ec-0ded-4b6f-b1a5-fa1d4242549c,short,2025-03-05 10:00:00,2025-03-05 10:30:00,3263.0,3275.1428571428573,1,3.2630000000000003,3.2751428571428574,3263.0,-127.96671428571624,-0.03921750361192652,stop_loss,70.83990541546096
cd51da70-d2ab-4e83-82e6-1e6a6c4254fe,short,2025-03-07 09:15:00,2025-03-07 09:30:00,3256.0,3253.0,1,3.2560000000000002,3.253,3256.0,23.491,0.007214680589680589,tp1,54.38884661531186
0a44fd2d-98d9-4b1a-ad4b-00c7b679c6c1,short,2025-03-17 09:15:00,2025-03-17 09:30:00,3239.0,3239.0,1,3.2390000000000003,3.2390000000000003,3239.0,-6.478000000000001,-0.002,tp1,50.39852654956705
95a30fb0-9915-4c5b-b03f-e53a91e54cd5,short,2025-04-09 09:15:00,2025-04-09 09:30:00,3058.0,3057.0,1,3.0580000000000003,3.057,3058.0,3.885,0.0012704381948986266,tp1,55.166709264486734
74a1397c-2ba4-44ce-b87a-5c44b7cf40b4,long,2025-04-15 09:00:00,2025-04-15 09:15:00,3130.0,3127.5,1,3.1300000000000003,3.1275,3130.0,-31.2575,-0.009986421725239617,stop_loss,75.12007364914822
c6ea8a13-4432-45e4-9d64-31bb3f0af1ae,short,2025-04-15 10:00:00,2025-04-15 10:45:00,3122.0,3121.5,1,3.1220000000000003,3.1215,3122.0,-1.243500000000001,-0.00039830237027546476,tp1,58.69187709368976
43f4f51a-9da4-44d1-881b-ac0b42898452,short,2025-04-15 11:15:00,2025-04-15 13:30:00,3123.0,3118.5,1,3.123,3.1185,3123.0,38.7585,0.012410662824207492,tp1,53.80663420841256
775a8525-b5cb-4c94-90ea-c92acb56807b,long,2025-04-21 09:15:00,2025-04-21 09:30:00,3102.0,3103.0,1,3.1020000000000003,3.103,3102.0,3.795,0.0012234042553191488,tp1,67.60808841882086
267a40fd-1e5b-4d30-bab8-53f4b3ed92e6,long,2025-04-25 21:15:00,2025-04-25 21:30:00,3140.0,3140.0,1,3.14,3.14,3140.0,-6.28,-0.002,tp1,54.315146327762164
5a04a991-0371-4199-9765-8a48bfc86f8f,long,2025-05-29 10:00:00,2025-05-29 10:45:00,2971.0,2975.0,1,2.971,2.975,2971.0,34.054,0.011462133961629081,tp1,55.99994857158215
69f84f3e-7346-446f-9cd5-322f45d0a29b,short,2025-06-03 09:15:00,2025-06-03 10:30:00,2922.0,2921.5,1,2.922,2.9215,2922.0,-0.8435000000000006,-0.00028867214236824113,tp1,60.178493360617544
346b6dc8-e501-48af-a205-03c51a6cf207,long,2025-06-11 09:15:00,2025-06-11 09:30:00,2986.0,2987.0,1,2.986,2.987,2986.0,4.026999999999999,0.0013486269256530474,tp1,68.97244269801489
c9108b0e-6276-4533-93b8-1f4d2027bffc,short,2025-06-18 10:30:00,2025-06-20 09:45:00,2973.0,3003.6428571428573,1,2.9730000000000003,3.0036428571428573,2973.0,-312.4052142857162,-0.10508079861611713,stop_loss,66.80939829414116
cd0d3aa8-efe0-4fe1-a5fb-4573c523b347,short,2025-06-24 09:45:00,2025-06-24 10:00:00,2981.0,2979.0,1,2.9810000000000003,2.979,2981.0,14.04,0.0047098289164709825,tp1,59.21261391994409
f8f44427-a9af-4f70-b6c4-122e4270b5b2,long,2025-07-03 14:30:00,2025-07-03 21:00:00,3083.0,3084.0,1,3.083,3.084,3083.0,3.833,0.00124326954265326,tp1,65.00352420386426
e6465914-2746-4c7e-a38c-8e7765d41cec,long,2025-07-08 14:30:00,2025-07-08 21:00:00,3067.0,3069.0,1,3.067,3.069,3067.0,13.864,0.004520378219758722,tp1,57.01965208847347
ee720fbe-ca50-48fc-8197-4f11a8eefc89,long,2025-07-17 21:15:00,2025-07-17 21:45:00,3153.0,3154.5,1,3.153,3.1545,3153.0,8.692499999999999,0.0027568981921979063,tp1,69.23971423316894
7245f124-dbb8-4181-a093-0ffc1c12a2d0,short,2025-08-07 22:00:00,2025-08-07 22:15:00,3215.0,3213.5,1,3.2150000000000003,3.2135000000000002,3215.0,8.5715,0.0026660964230171076,tp1,55.89643634426574
765d6347-118d-45d1-b663-12b9a9b37c88,short,2025-08-08 09:15:00,2025-08-08 09:30:00,3213.0,3211.0,1,3.213,3.2110000000000003,3213.0,13.576,0.004225334578275755,tp1,57.60951389093184
43bf8008-a688-4803-826f-7b9828df8918,long,2025-08-12 10:45:00,2025-08-12 11:00:00,3256.0,3259.5,1,3.2560000000000002,3.2595,3256.0,28.4845,0.008748310810810811,tp1,51.758723245404596
591431af-e483-472c-a4a1-a2a9de850fcd,long,2025-08-12 11:15:00,2025-08-12 13:30:00,3257.0,3259.5,1,3.257,3.2595,3257.0,18.4835,0.005675007675775253,tp1,62.12706597442564
1b0a33b0-59d9-455b-ba59-5ef03a98a28e,short,2025-08-13 11:00:00,2025-08-13 13:30:00,3248.0,3247.5,1,3.248,3.2475,3248.0,-1.4954999999999998,-0.00046043719211822656,tp1,60.729876514788586
94d9cf88-5efb-42bd-914c-480f2fdd6fe3,long,2025-08-28 14:15:00,2025-08-28 14:30:00,3133.0,3134.0,1,3.133,3.1340000000000003,3133.0,3.7329999999999997,0.0011915097350781998,tp1,54.38205687400521
1fb6dda0-e46e-444d-955e-3f751dba0c12,long,2025-09-04 11:00:00,2025-09-04 11:15:00,3119.0,3121.0,1,3.119,3.121,3119.0,13.76,0.004411670407181789,tp1,67.27263438106101
1fa606de-fec8-4ee4-90bf-d4240e09b0d0,long,2025-09-09 10:00:00,2025-09-09 10:30:00,3147.0,3148.5,1,3.1470000000000002,3.1485000000000003,3147.0,8.7045,0.0027659675881792183,tp1,65.50375542781765
4380bf7c-abc7-41e4-baa3-59e99ca0b7e1,short,2025-09-18 10:45:00,2025-09-18 11:00:00,3139.0,3137.5,1,3.1390000000000002,3.1375,3139.0,8.7235,0.0027790697674418604,tp1,63.39655125530456
2cb3ab74-c152-4372-aeb0-fcf3f57f7948,short,2025-09-22 22:15:00,2025-09-22 22:30:00,3166.0,3166.0,1,3.1660000000000004,3.1660000000000004,3166.0,-6.332000000000001,-0.002,tp1,58.648413366464794
1543deae-b3c3-4fab-86fb-e079043ef826,long,2025-09-24 13:45:00,2025-09-24 14:00:00,3164.0,3166.5,1,3.164,3.1665,3164.0,18.6695,0.005900600505689001,tp1,65.22850013618654
55fde2fa-2cde-404a-abcf-365545d00270,long,2025-10-16 13:45:00,2025-10-16 14:45:00,3045.0,3048.5,1,3.045,3.0485,3045.0,28.9065,0.009493103448275862,tp1,72.33135300984664
ac739495-c47f-4a26-8756-a21ebd13ea3a,long,2025-10-17 21:15:00,2025-10-17 21:30:00,3065.0,3065.0,1,3.065,3.065,3065.0,-6.13,-0.002,tp1,61.03168460194903
48495c58-7ecc-4357-a4e0-36c5dad86d64,short,2025-10-23 21:45:00,2025-10-23 22:00:00,3056.0,3056.5,1,3.056,3.0565,3056.0,-11.1125,-0.003636289267015707,tp1,52.435979088875555
ce14be09-6029-4266-b5f4-82b38ee7a5e9,short,2025-10-24 10:00:00,2025-10-24 10:30:00,3049.0,3049.5,1,3.049,3.0495,3049.0,-11.0985,-0.003640045916693998,tp1,54.07937252287143
1eb6203b-5955-4686-82ce-c44c8500012e,long,2025-11-10 14:15:00,2025-11-10 14:30:00,3047.0,3048.0,1,3.047,3.048,3047.0,3.9049999999999994,0.0012815884476534295,tp1,56.9561990039256
6de2b49c-7a0c-49c6-a57b-d3bd27b4f28b,short,2025-11-20 09:15:00,2025-11-20 09:30:00,3056.0,3056.5,1,3.056,3.0565,3056.0,-11.1125,-0.003636289267015707,tp1,61.734174370407715
b553d94e-4621-4fd5-9fc0-e456c19a687b,long,2025-12-04 13:45:00,2025-12-04 14:00:00,3160.0,3158.5,1,3.16,3.1585,3160.0,-21.3185,-0.006746360759493671,tp1,61.440943963834584
555f8330-de11-4f3b-ade5-c0c3926ac29a,short,2025-12-08 09:45:00,2025-12-08 10:00:00,3118.0,3118.0,1,3.1180000000000003,3.1180000000000003,3118.0,-6.236000000000001,-0.002,tp1,50.79817591539215
8d6040de-5df8-445e-b1eb-b18982149c77,short,2025-12-12 14:45:00,2025-12-12 15:00:00,3061.0,3060.0,1,3.061,3.06,3061.0,3.8789999999999996,0.001267232930414897,tp1,59.073438370270246
