timestamp,net_worth,available_cash,margin_used,position_value,unrealized_pnl
2024-01-02 09:00:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 09:05:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 09:10:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 09:15:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 09:20:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 09:25:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 09:30:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 09:35:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 09:40:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 09:45:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 09:50:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 09:55:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 10:00:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 10:05:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 10:10:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 10:15:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 10:30:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 10:35:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 10:40:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 10:45:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 10:50:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 10:55:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 11:00:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 11:05:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 11:10:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 11:15:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 11:20:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 11:25:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 11:30:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 13:30:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 13:35:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 13:40:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 13:45:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 13:50:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 13:55:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 14:00:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 14:05:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 14:10:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 14:15:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 14:20:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 14:25:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 14:30:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 14:35:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 14:40:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 14:45:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 14:50:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 14:55:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 15:00:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 21:00:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 21:05:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 21:10:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 21:15:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 21:20:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 21:25:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 21:30:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 21:35:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 21:40:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 21:45:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 21:50:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 21:55:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 22:00:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 22:05:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 22:10:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 22:15:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 22:20:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 22:25:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 22:30:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 22:35:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 22:40:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 22:45:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 22:50:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 22:55:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-02 23:00:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-03 09:00:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-03 09:05:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-03 09:10:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-03 09:15:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-03 09:20:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-03 09:25:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-03 09:30:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-03 09:35:00,100000.0,100000.0,0.0,0.0,0.0
2024-01-03 09:40:00,99985.935,95930.935,4065.0,40640.0,-10.0
2024-01-03 09:45:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 09:50:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 09:55:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 10:00:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 10:05:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 10:10:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 10:15:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 10:30:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 10:35:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 10:40:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 10:45:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 10:50:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 10:55:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 11:00:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 11:05:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 11:10:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 11:15:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 11:20:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 11:25:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 11:30:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 13:30:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 13:35:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 13:40:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 13:45:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 13:50:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 13:55:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 14:00:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 14:05:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 14:10:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 14:15:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 14:20:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 14:25:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 14:30:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 14:35:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 14:40:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 14:45:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 14:50:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 14:55:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 15:00:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 21:00:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 21:05:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 21:10:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 21:15:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 21:20:00,99982.8055,99982.8055,0.0,0.0,0.0
2024-01-03 21:25:00,99968.7595,95932.7595,4046.0,40470.0,-10.0
2024-01-03 21:30:00,99948.7595,95932.7595,4046.0,40490.0,-30.0
2024-01-03 21:35:00,99958.7595,95932.7595,4046.0,40480.0,-20.0
2024-01-03 21:40:00,99968.7595,95932.7595,4046.0,40470.0,-10.0
2024-01-03 21:45:00,99975.668,99975.668,0.0,0.0,0.0
2024-01-03 21:50:00,99975.668,99975.668,0.0,0.0,0.0
2024-01-03 21:55:00,99975.668,99975.668,0.0,0.0,0.0
2024-01-03 22:00:00,99975.668,99975.668,0.0,0.0,0.0
2024-01-03 22:05:00,99975.668,99975.668,0.0,0.0,0.0
