trade_id,direction,entry_time,exit_time,entry_price,exit_price,quantity,entry_cost,exit_cost,margin_used,pnl,pnl_ratio,exit_reason,signal_quality
e4baa228-3a53-4bfe-8ada-1ac49333bb1f,long,2023-01-06 09:15:00,2023-01-06 10:00:00,4049.0,4055.5,1,4.049,4.0555,4049.0,56.8955,0.014051741170659422,tp1,1.0
31275cb5-24c6-4723-9fa0-e49657aeea19,long,2023-01-10 13:45:00,2023-01-10 14:00:00,4109.0,4111.5,1,4.109,4.1115,4109.0,16.7795,0.00408359698223412,tp1,1.0
c0e8712a-4350-40fe-8be6-cac6ed237e49,short,2023-01-16 11:15:00,2023-01-16 11:30:00,4094.0,4095.0,1,4.094,4.095000000000001,4094.0,-18.189,-0.004442843185148999,tp1,1.0
a0600a10-4605-44c9-b133-66653f5d134e,short,2023-01-16 21:15:00,2023-01-16 22:00:00,4076.0,4072.0,1,4.0760000000000005,4.072,4076.0,31.852,0.007814524043179588,tp1,1.0
65e5395d-e41f-4ffb-b183-277f47a7ae1e,long,2023-01-18 22:00:00,2023-01-18 22:15:00,4184.0,4186.0,1,4.184,4.186,4184.0,11.629999999999999,0.0027796367112810703,tp1,1.0
7e0d85e1-bbd3-42db-a3a3-95feda5cdbcb,short,2023-02-03 09:15:00,2023-02-03 09:30:00,4023.0,4021.5,1,4.023000000000001,4.0215000000000005,4023.0,6.955499999999999,0.001728933631618195,tp1,1.0
04840129-0cb7-481b-bab8-aa3ca4ade85b,long,2023-02-03 22:15:00,2023-02-03 22:30:00,4064.0,4069.0,1,4.064,4.069,4064.0,41.867000000000004,0.010301919291338583,tp1,1.0
cad4e42b-0211-4c81-9efc-c9c82fc3ef6e,short,2023-02-10 11:00:00,2023-02-10 11:30:00,4032.0,4024.5,1,4.032,4.024500000000001,4032.0,66.9435,0.016603050595238096,tp1,1.0
0e5a905e-8f4a-4cd2-950a-034cc06a149c,long,2023-02-17 09:15:00,2023-02-17 09:30:00,4172.0,4174.0,1,4.172000000000001,4.174,4172.0,11.654,0.002793384467881112,tp1,1.0
92bd9b06-0cbb-475e-be28-1de9b2c406d4,short,2023-02-17 21:30:00,2023-02-20 10:00:00,4151.0,4179.428571428572,1,4.151,4.179428571428572,4151.0,-292.61614285714415,-0.07049292769384345,stop_loss,1.0
f01d36ba-a779-4a39-b68f-06746b94a769,long,2023-02-20 10:45:00,2023-02-20 11:15:00,4176.0,4180.0,1,4.176,4.180000000000001,4176.0,31.644,0.007577586206896551,tp1,1.0
973c2ac0-3c64-4576-97d5-c56113132d1d,long,2023-02-20 13:45:00,2023-02-20 21:00:00,4188.0,4191.5,1,4.188000000000001,4.1915000000000004,4188.0,26.6205,0.0063563753581661895,tp1,1.0
74b583f8-51e1-4821-92fd-6b077b6e162e,short,2023-02-24 21:15:00,2023-02-24 21:30:00,4211.0,4211.0,1,4.211,4.211,4211.0,-8.422,-0.002,tp1,1.0
98be3dff-1b85-4213-a55b-7c3a649031f6,long,2023-02-27 09:15:00,2023-02-27 09:30:00,4227.0,4228.0,1,4.227,4.228000000000001,4227.0,1.5449999999999982,0.000365507452093683,tp1,1.0
334ef6d8-8632-4e7b-a37e-a188106c4e6e,short,2023-02-28 10:00:00,2023-02-28 11:00:00,4164.0,4160.5,1,4.164000000000001,4.1605,4164.0,26.6755,0.006406219980787704,tp1,1.0
9aec7984-2bd3-4d3a-bcbc-b38a27750555,long,2023-03-13 09:45:00,2023-03-13 10:00:00,4365.0,4367.0,1,4.365,4.367,4365.0,11.268,0.0025814432989690723,tp1,1.0
1f226722-caa5-4652-a7f3-ee27c13426cb,short,2023-03-15 11:30:00,2023-03-15 13:30:00,4358.0,4355.0,1,4.3580000000000005,4.355,4358.0,21.287,0.0048845800826067005,tp1,1.0
936178aa-70e2-41cc-88d3-48f0a24459bc,short,2023-03-15 14:00:00,2023-03-15 14:15:00,4343.0,4338.5,1,4.343,4.3385,4343.0,36.3185,0.008362537416532352,tp1,1.0
651d0652-5e08-471d-9474-f1efdfa65ea1,short,2023-03-21 10:45:00,2023-03-21 11:00:00,4176.0,4173.5,1,4.176,4.1735,4176.0,16.6505,0.003987188697318008,tp1,1.0
72ea5ddb-1df5-4397-b197-42c7936010df,short,2023-03-22 10:15:00,2023-03-22 10:30:00,4145.0,4136.0,1,4.1450000000000005,4.136,4145.0,81.719,0.019715078407720143,tp1,1.0
054529bc-c926-45a3-91ba-bd7872e97c70,short,2023-03-22 10:45:00,2023-03-22 11:00:00,4138.0,4138.0,1,4.138,4.138,4138.0,-8.276,-0.002,tp1,1.0
8922da35-bec5-4b4f-af03-35c3cfe1c0d1,long,2023-03-24 11:30:00,2023-03-24 13:30:00,4097.0,4100.5,1,4.097,4.1005,4097.0,26.8025,0.006541981938003417,tp1,1.0
7214e3fa-8869-4835-9e7e-097233487f21,long,2023-03-28 09:30:00,2023-03-28 09:45:00,4118.0,4117.5,1,4.118,4.117500000000001,4118.0,-13.235500000000002,-0.0032140602234094224,tp1,1.0
9a2c3e6b-afe8-4752-86de-7d99a9a4fc2b,short,2023-04-11 09:15:00,2023-04-11 09:30:00,3882.0,3878.5,1,3.882,3.8785000000000003,3882.0,27.2395,0.007016872746007213,tp1,1.0
7919c183-9c36-4e89-9853-4898f0d79344,short,2023-04-12 13:45:00,2023-04-12 14:00:00,3907.0,3907.5,1,3.907,3.9075,3907.0,-12.8145,-0.00327988226260558,tp1,1.0
edd03d0b-c1c6-4a7d-8108-9d9ee5f13adc,short,2023-04-12 14:15:00,2023-04-12 14:30:00,3910.0,3903.0,1,3.91,3.903,3910.0,62.187,0.01590460358056266,tp1,1.0
71a028dc-b9ff-4ddf-9dc6-f9098ba26b62,short,2023-04-12 14:45:00,2023-04-12 21:00:00,3900.0,3895.5,1,3.9000000000000004,3.8955,3900.0,37.204499999999996,0.009539615384615384,tp1,1.0
55e07a5b-c038-4738-afaf-87f2f13ec685,long,2023-04-13 21:15:00,2023-04-13 21:45:00,3905.0,3911.5,1,3.9050000000000002,3.9115,3905.0,57.1835,0.014643661971830986,tp1,1.0
4df35bdf-f17b-45ac-a75f-6e9fb63eff63,short,2023-04-19 15:00:00,2023-04-19 21:00:00,3926.0,3924.0,1,3.926,3.9240000000000004,3926.0,12.149999999999999,0.003094752929190015,tp1,1.0
e9a76436-fbf9-4e9f-9e2c-b8e8fb7949e3,long,2023-05-08 09:45:00,2023-05-08 10:30:00,3669.0,3683.5,1,3.669,3.6835,3669.0,137.6475,0.03751635322976288,tp1,1.0
1cf1cc7d-1efb-4e85-b4c9-93c0963ef1e3,short,2023-05-23 21:15:00,2023-05-23 21:30:00,3542.0,3532.5,1,3.5420000000000003,3.5325,3542.0,87.9255,0.024823687182382835,tp1,1.0
3ba18723-e47c-4f86-9d11-3d7f13d88548,short,2023-05-25 14:00:00,2023-05-25 21:00:00,3416.0,3412.0,1,3.4160000000000004,3.4120000000000004,3416.0,33.172,0.009710772833723652,tp1,1.0
d69ab3b3-cfdb-44aa-ac27-9524146f5b71,long,2023-05-26 11:30:00,2023-05-26 13:30:00,3459.0,3464.0,1,3.459,3.464,3459.0,43.077,0.012453599306157848,tp1,1.0
a77b7a98-377b-47c8-885c-17bf3948c843,short,2023-05-30 14:45:00,2023-05-30 21:15:00,3460.0,3447.0,1,3.46,3.447,3460.0,123.093,0.03557601156069364,tp1,1.0
9b8b4015-87de-4d7c-bc3c-7c83ce7f440f,long,2023-06-02 11:15:00,2023-06-02 13:30:00,3582.0,3585.5,1,3.5820000000000003,3.5855,3582.0,27.8325,0.007770100502512563,tp1,1.0
0b43bc86-c867-4fec-92e8-06e93be24a7f,long,2023-06-02 22:15:00,2023-06-05 09:00:00,3640.0,3642.0,1,3.64,3.6420000000000003,3640.0,12.718,0.003493956043956044,tp1,1.0
fc62d624-dc5c-4ded-8f64-7fe13a90bc34,long,2023-06-07 22:15:00,2023-06-07 23:00:00,3659.0,3665.5,1,3.6590000000000003,3.6655,3659.0,57.6755,0.015762640065591693,tp1,1.0
bb07411a-aaca-4c3f-9903-d898b9446c64,long,2023-06-08 09:15:00,2023-06-08 09:30:00,3673.0,3675.5,1,3.673,3.6755,3673.0,17.6515,0.00480574462292404,tp1,1.0
5bb95754-3f30-48ab-ad9a-e9070a0d71e1,long,2023-06-14 13:45:00,2023-06-14 14:45:00,3737.0,3739.0,1,3.737,3.7390000000000003,3737.0,12.524,0.003351351351351351,tp1,1.0
f3dbf07c-a169-4597-9a48-f13c73b7df31,short,2023-06-15 11:00:00,2023-06-15 21:00:00,3719.0,3771.6428571428573,1,3.7190000000000003,3.7716428571428575,3719.0,-533.9192142857162,-0.1435652633196333,stop_loss,1.0
0c41f688-482f-461e-9425-7b01cb848bd3,long,2023-06-15 22:00:00,2023-06-15 22:15:00,3772.0,3775.0,1,3.7720000000000002,3.7750000000000004,3772.0,22.453,0.00595254506892895,tp1,1.0
ee93417b-56db-43eb-8211-fbdba762f6a4,short,2023-06-19 11:00:00,2023-06-19 13:30:00,3751.0,3747.0,1,3.7510000000000003,3.7470000000000003,3751.0,32.501999999999995,0.008664889362836575,tp1,1.0
764161d3-24d1-42b8-9c5f-ffd5d99f5fdf,short,2023-06-19 22:15:00,2023-06-20 09:15:00,3735.0,3770.5714285714284,1,3.7350000000000003,3.7705714285714285,3735.0,-363.21985714285586,-0.09724761904761871,stop_loss,1.0
164390f7-08f2-4546-9101-4596544fd51b,short,2023-06-20 21:45:00,2023-06-20 22:00:00,3715.0,3715.0,1,3.7150000000000003,3.7150000000000003,3715.0,-7.430000000000001,-0.002,tp1,1.0
6f3fbeb5-eea0-4d40-ad58-fbfaa4c7c7e2,long,2023-07-03 13:45:00,2023-07-03 14:00:00,3764.0,3764.0,1,3.7640000000000002,3.7640000000000002,3764.0,-7.5280000000000005,-0.002,tp1,1.0
4accd216-a91c-4613-a7ce-63dbb92dba6d,short,2023-07-05 10:00:00,2023-07-05 11:00:00,3750.0,3745.5,1,3.75,3.7455000000000003,3750.0,37.5045,0.0100012,tp1,1.0
6edd765d-82df-477a-8ec9-9a61d62247db,short,2023-07-10 13:45:00,2023-07-10 14:00:00,3657.0,3657.5,1,3.657,3.6575,3657.0,-12.3145,-0.003367377631938748,tp1,1.0
855feb23-880e-4893-aad5-cbba7722c3d1,short,2023-07-17 14:15:00,2023-07-17 14:30:00,3711.0,3705.5,1,3.7110000000000003,3.7055000000000002,3711.0,47.5835,0.012822285098356239,tp1,1.0
e0fba3f2-6968-4bd6-a7bb-fe7d0052d8d0,long,2023-07-18 10:45:00,2023-07-18 11:00:00,3740.0,3742.5,1,3.74,3.7425,3740.0,17.5175,0.004683823529411765,tp1,1.0
02a4a998-d035-41c3-b994-01acf415f83c,short,2023-07-19 11:00:00,2023-07-19 11:15:00,3728.0,3726.5,1,3.728,3.7265,3728.0,7.5455,0.0020240075107296135,tp1,1.0
1e241399-6ecd-49ae-aa5a-aa6c4e257b76,long,2023-07-19 21:15:00,2023-07-19 21:45:00,3760.0,3767.0,1,3.7600000000000002,3.7670000000000003,3760.0,62.473,0.016615159574468085,tp1,1.0
6c7c945b-8b68-4ffe-8726-3fdcc76c8cf9,long,2023-07-20 14:30:00,2023-07-20 14:45:00,3782.0,3785.5,1,3.782,3.7855000000000003,3782.0,27.432499999999997,0.007253437334743522,tp1,1.0
59d9ab88-815d-4b39-9588-46443eda4a97,long,2023-07-20 15:00:00,2023-07-20 21:00:00,3785.0,3789.0,1,3.785,3.789,3785.0,32.426,0.008566974900924703,tp1,1.0
710d1920-a2e9-47ec-8967-f79aa0b04408,short,2023-07-26 09:45:00,2023-07-26 10:00:00,3848.0,3847.0,1,3.8480000000000003,3.847,3848.0,2.3049999999999997,0.0005990124740124739,tp1,1.0
9d13745a-9094-461b-9136-5946c9cfaef8,long,2023-07-28 21:15:00,2023-07-28 21:30:00,3860.0,3859.0,1,3.8600000000000003,3.859,3860.0,-17.719,-0.004590414507772021,tp1,1.0
