total_trades,win_rate,avg_win,avg_loss,profit_loss_ratio,total_return,max_drawdown,sharpe_ratio,total_pnl,total_commission,gross_profit,gross_loss,profit_factor,initial_capital,final_net_worth,avg_trade_pnl,avg_trade_pnl_ratio,max_single_win,max_single_loss,commission_ratio,tp1_exits,sl_exits,force_close_exits,long_trades,short_trades,year,freq
86,76.74418604651163,33.45733333333334,-92.6158535714288,0.3612484476810419,0.0002278292857136694,0.010977880212302947,0.023463141333051774,355.86692857142464,666.2759285714288,2208.1839999999997,-1852.3170714285754,1.1921198773474384,100000.0,100022.78292857137,4.137987541528194,4.1379875415281936e-05,167.5555,-533.9192142857162,0.006662759285714288,81,5,0,45,41,2023,15min
75,65.33333333333333,34.11192857142857,-62.6330549450551,0.5446314027210278,-0.002215029285714263,0.011152893610568487,-0.11483502934852503,43.02507142856753,529.1177857142858,1671.4844999999998,-1628.4594285714327,1.0264207205127063,100000.0,99778.49707142857,0.573667619047567,5.73667619047567e-06,388.2915,-379.5164285714279,0.005291177857142858,69,6,0,29,46,2024,15min
76,46.05263157894737,13.980342857142857,-33.27764285714295,0.42011217312352445,-0.011136713571429428,0.011476208571429452,-1.6368927408424119,-875.071357142861,477.21421428571443,489.31199999999995,-1364.3833571428613,0.35863234291032564,100000.0,98886.32864285706,-11.514096804511329,-0.0001151409680451133,34.054,-409.3788571428565,0.004772142142857145,71,5,0,31,45,2025,15min
