total_trades,win_rate,avg_win,avg_loss,profit_loss_ratio,total_return,max_drawdown,sharpe_ratio,total_pnl,total_commission,gross_profit,gross_loss,profit_factor,initial_capital,final_net_worth,avg_trade_pnl,avg_trade_pnl_ratio,max_single_win,max_single_loss,commission_ratio,tp1_exits,sl_exits,force_close_exits,long_trades,short_trades,year,freq
88,48.86363636363637,16.32403488372108,-33.50845106111206,0.4871617268715173,-0.011467757977500588,0.012988457666218891,-1.1894105711893073,-805.9467977500367,681.7042977500001,701.9335000000063,-1507.880297750043,0.4655100945661165,100000.0,98853.22420224994,-9.158486338068599,-9.158486338068599e-05,89.54769999999817,-556.0828589999992,0.006817042977500002,85,3,0,46,42,2023,15min
75,37.333333333333336,21.058789285714575,-18.957804920212997,1.110824242276145,-0.005658987312500103,0.01583667131250026,-0.32619194274950924,-301.3707312500027,529.0582312499998,589.6461000000081,-891.0168312500109,0.6617676336964268,100000.0,99434.10126874999,-4.018276416666702,-4.018276416666702e-05,222.2749000000009,-332.35797775000015,0.005290582312499998,73,2,0,29,46,2024,15min
77,18.181818181818183,6.0256642857140905,-19.092491861110958,0.31560386824035386,-0.013601126872500608,0.013798941785011138,-2.75835433112184,-1118.4676872499929,483.3451872500002,84.35929999999728,-1202.8269872499898,0.07013419294230089,100000.0,98639.88731274994,-14.525554379870037,-0.00014525554379870038,21.43520000000182,-323.130215250002,0.004833451872500002,74,3,0,32,45,2025,15min
