trial_number,score,pivot_len,msb_zscore,atr_period,atr_multiplier,tp1_multiplier,tp2_multiplier,tp3_multiplier,total_trades,win_rate,avg_win,avg_loss,profit_loss_ratio,cumulative_return,max_drawdown,sharpe_ratio
6,1.2401321363451563,6,0.34034255445533557,12,0.9348419579916455,0.3084170591485899,1.278544599757408,1.5614381621482956,50,80.0,0.003853898099087477,-0.010581007250195038,0.36422790458029775,0.04806477527832742,0.03787015945330294,0.4438182298216294
7,1.399925285161381,5,0.33989023669440455,14,1.40123801188029,0.4425015237128707,0.8158491531344922,2.229248931666418,53,84.90566037735849,0.0038877877655028735,-0.014760798881931818,0.2633859994029036,0.05705916019845381,0.03968600551390665,0.5112922714371452
10,1.0188534187362885,5,0.2078317694920204,13,1.9783861664999998,0.4533514241206742,0.8398398202774453,2.4842744646388177,55,85.45454545454545,0.004023187513687575,-0.016220727441336923,0.24802756400646245,0.05991861588698044,0.050584169891906845,0.5264051352226329
11,1.3424940189473147,5,0.3096950008275786,11,0.9064805264820004,0.30030956261948616,1.3863954918301247,1.4857401992089883,53,84.90566037735849,0.003780598254442376,-0.014459271141379687,0.2614653406438325,0.05451416773325812,0.03787015945330301,0.49208176008206417
12,1.5974826611734876,5,0.31615286286827154,10,0.9361932996669622,0.4674946376913994,1.4775527807088777,2.066595796423739,53,84.90566037735849,0.004013327406882776,-0.014459271141379687,0.2775608374475665,0.06558442603236281,0.03787015945330231,0.582566018490683
13,1.892517589930436,5,0.261280076619953,10,1.095854738197517,0.4989485221592397,0.9727162470603996,2.0589605163753486,55,85.45454545454545,0.004155707617013085,-0.014760798881931818,0.2815367684536332,0.07877233610681311,0.03864670465407389,0.6815205347090686
14,1.9292354128781992,6,0.24964610469416038,10,1.0886994463651578,0.5052893443477054,1.004315516854338,2.0122672035953424,53,81.13207547169812,0.004434179774116039,-0.01254760321251653,0.35338858736725437,0.07918043446620682,0.037870159453302736,0.6809042953572038
15,1.9354454987984122,6,0.22446447542483888,12,1.112588600806266,0.7437067216780955,1.0127587189922749,1.909275554042558,52,82.6923076923077,0.004714371607006293,-0.013748078350155398,0.3429113136348255,0.08018665910519718,0.037870159453302715,0.648492637468461
17,1.9354454987984122,6,0.22346376771757687,12,1.115805292447978,0.7346905899763573,0.9174907390417397,2.242727850398925,52,82.6923076923077,0.004714371607006293,-0.013748078350155398,0.3429113136348255,0.08018665910519718,0.037870159453302715,0.648492637468461
21,1.1985022696999326,6,0.25552336300497797,11,1.0353336947878238,0.8304080302735695,1.0254060228082593,2.11080985508467,51,82.35294117647058,0.00520933242051946,-0.018791035241412186,0.2772243441403906,0.04885403918172826,0.0460671027770909,0.36843916136403676
