,open_interest
2023-01-18 14:15:00,1865135.0
2023-01-18 14:30:00,1864794.0
2023-01-18 14:45:00,1858255.0
2023-01-18 15:00:00,1856961.0
2023-01-18 21:00:00,1864816.0
2023-01-18 21:15:00,1865165.0
2023-01-18 21:30:00,1863331.0
2023-01-18 21:45:00,1864985.0
2023-01-18 22:00:00,1863468.0
2023-01-18 22:15:00,1861808.0
2023-01-18 22:30:00,1861533.0
2023-01-18 22:45:00,1856253.0
2023-01-18 23:00:00,1855554.0
2023-01-19 09:00:00,1852184.0
2023-01-19 09:15:00,1851580.0
2023-01-19 09:30:00,1854571.0
2023-01-19 09:45:00,1855084.0
2023-01-19 10:00:00,1854734.0
2023-01-19 10:15:00,1854785.0
2023-01-19 10:30:00,1849969.0
2023-01-19 10:45:00,1852237.0
2023-01-19 11:00:00,1848006.0
2023-01-19 11:15:00,1848058.0
2023-01-19 11:30:00,1847900.0
2023-01-19 13:30:00,1845710.0
2023-01-19 13:45:00,1848232.0
2023-01-19 14:00:00,1853702.0
2023-01-19 14:15:00,1857458.0
2023-01-19 14:30:00,1858977.0
2023-01-19 14:45:00,1854866.0
2023-01-19 15:00:00,1854203.0
2023-01-19 21:00:00,1854879.0
2023-01-19 21:15:00,1852652.0
2023-01-19 21:30:00,1851519.0
2023-01-19 21:45:00,1849360.0
2023-01-19 22:00:00,1834867.0
2023-01-19 22:15:00,1834205.0
2023-01-19 22:30:00,1833892.0
2023-01-19 22:45:00,1829063.0
2023-01-19 23:00:00,1827313.0
2023-01-20 09:00:00,1833243.0
2023-01-20 09:15:00,1836705.0
2023-01-20 09:30:00,1842075.0
2023-01-20 09:45:00,1845380.0
2023-01-20 10:00:00,1844493.0
2023-01-20 10:15:00,1844504.0
2023-01-20 10:30:00,1844571.0
2023-01-20 10:45:00,1843740.0
2023-01-20 11:00:00,1843563.0
2023-01-20 11:15:00,1839898.0
2023-01-20 11:30:00,1839103.0
2023-01-20 13:30:00,1841014.0
2023-01-20 13:45:00,1840924.0
2023-01-20 14:00:00,1838502.0
2023-01-20 14:15:00,1833458.0
2023-01-20 14:30:00,1828030.0
2023-01-20 14:45:00,1817219.0
2023-01-20 15:00:00,1811643.0
2023-01-30 09:00:00,1853002.0
2023-01-30 09:15:00,1858288.0
2023-01-30 09:30:00,1868032.0
2023-01-30 09:45:00,1879542.0
2023-01-30 10:00:00,1875454.0
2023-01-30 10:15:00,1875176.0
2023-01-30 10:30:00,1875205.0
2023-01-30 10:45:00,1875258.0
2023-01-30 11:00:00,1880617.0
2023-01-30 11:15:00,1878787.0
2023-01-30 11:30:00,1877707.0
2023-01-30 13:30:00,1883233.0
2023-01-30 13:45:00,1886025.0
2023-01-30 14:00:00,1887433.0
2023-01-30 14:15:00,1892106.0
2023-01-30 14:30:00,1892279.0
2023-01-30 14:45:00,1885499.0
2023-01-30 15:00:00,1882832.0
2023-01-30 21:00:00,1892190.0
2023-01-30 21:15:00,1894468.0
2023-01-30 21:30:00,1897810.0
2023-01-30 21:45:00,1901366.0
2023-01-30 22:00:00,1902242.0
2023-01-30 22:15:00,1901679.0
2023-01-30 22:30:00,1903208.0
2023-01-30 22:45:00,1901585.0
2023-01-30 23:00:00,1900033.0
2023-01-31 09:00:00,1912698.0
2023-01-31 09:15:00,1916815.0
2023-01-31 09:30:00,1916288.0
2023-01-31 09:45:00,1917687.0
2023-01-31 10:00:00,1918091.0
2023-01-31 10:15:00,1918125.0
2023-01-31 10:30:00,1919539.0
2023-01-31 10:45:00,1923045.0
2023-01-31 11:00:00,1925614.0
2023-01-31 11:15:00,1932252.0
2023-01-31 11:30:00,1931335.0
2023-01-31 13:30:00,1939631.0
2023-01-31 13:45:00,1939338.0
2023-01-31 14:00:00,1946326.0
2023-01-31 14:15:00,1948482.0
2023-01-31 14:30:00,1945544.0
2023-01-31 14:45:00,1954227.0
2023-01-31 15:00:00,1953457.0
2023-01-31 21:00:00,1935618.0
2023-01-31 21:15:00,1939982.0
2023-01-31 21:30:00,1942837.0
2023-01-31 21:45:00,1945871.0
2023-01-31 22:00:00,1948285.0
2023-01-31 22:15:00,1952445.0
2023-01-31 22:30:00,1951004.0
2023-01-31 22:45:00,1946169.0
2023-01-31 23:00:00,1945211.0
2023-02-01 09:00:00,1958412.0
2023-02-01 09:15:00,1962283.0
2023-02-01 09:30:00,1963979.0
2023-02-01 09:45:00,1967205.0
2023-02-01 10:00:00,1970205.0
2023-02-01 10:15:00,1969884.0
2023-02-01 10:30:00,1974108.0
2023-02-01 10:45:00,1981070.0
2023-02-01 11:00:00,1986331.0
2023-02-01 11:15:00,1984216.0
2023-02-01 11:30:00,1984919.0
2023-02-01 13:30:00,1994747.0
2023-02-01 13:45:00,1998185.0
2023-02-01 14:00:00,2003901.0
2023-02-01 14:15:00,2008912.0
2023-02-01 14:30:00,2014190.0
2023-02-01 14:45:00,1996844.0
2023-02-01 15:00:00,1994915.0
2023-02-01 21:00:00,1996697.0
2023-02-01 21:15:00,1992833.0
2023-02-01 21:30:00,1990182.0
2023-02-01 21:45:00,1988637.0
2023-02-01 22:00:00,1987839.0
2023-02-01 22:15:00,1983346.0
2023-02-01 22:30:00,1980140.0
2023-02-01 22:45:00,1976996.0
2023-02-01 23:00:00,1973544.0
2023-02-02 09:00:00,1974233.0
2023-02-02 09:15:00,1972371.0
2023-02-02 09:30:00,1972162.0
2023-02-02 09:45:00,1975029.0
2023-02-02 10:00:00,1968157.0
2023-02-02 10:15:00,1967684.0
2023-02-02 10:30:00,1962289.0
2023-02-02 10:45:00,1964612.0
2023-02-02 11:00:00,1963594.0
2023-02-02 11:15:00,1961340.0
2023-02-02 11:30:00,1961129.0
2023-02-02 13:30:00,1967198.0
2023-02-02 13:45:00,1966989.0
2023-02-02 14:00:00,1968600.0
2023-02-02 14:15:00,1977279.0
2023-02-02 14:30:00,1981800.0
2023-02-02 14:45:00,1968626.0
2023-02-02 15:00:00,1967591.0
2023-02-02 21:00:00,1973904.0
2023-02-02 21:15:00,1977244.0
2023-02-02 21:30:00,1978672.0
2023-02-02 21:45:00,1979046.0
2023-02-02 22:00:00,1977543.0
2023-02-02 22:15:00,1976713.0
2023-02-02 22:30:00,1975039.0
2023-02-02 22:45:00,1973226.0
2023-02-02 23:00:00,1971844.0
2023-02-03 09:00:00,1980979.0
2023-02-03 09:15:00,1988148.0
2023-02-03 09:30:00,1988218.0
2023-02-03 09:45:00,1990682.0
2023-02-03 10:00:00,1992416.0
2023-02-03 10:15:00,1988953.0
2023-02-03 10:30:00,1993600.0
2023-02-03 10:45:00,1989493.0
2023-02-03 11:00:00,1988917.0
2023-02-03 11:15:00,1977206.0
2023-02-03 11:30:00,1977066.0
2023-02-03 13:30:00,1974813.0
2023-02-03 13:45:00,1973289.0
2023-02-03 14:00:00,1974035.0
2023-02-03 14:15:00,1974168.0
2023-02-03 14:30:00,1969592.0
2023-02-03 14:45:00,1965247.0
2023-02-03 15:00:00,1962672.0
2023-02-03 21:00:00,1962290.0
2023-02-03 21:15:00,1966832.0
2023-02-03 21:30:00,1961769.0
2023-02-03 21:45:00,1961532.0
2023-02-03 22:00:00,1964248.0
2023-02-03 22:15:00,1967535.0
2023-02-03 22:30:00,1965541.0
2023-02-03 22:45:00,1962834.0
2023-02-03 23:00:00,1961363.0
2023-02-06 09:00:00,1971347.0
2023-02-06 09:15:00,1974892.0
2023-02-06 09:30:00,1975815.0
2023-02-06 09:45:00,1979161.0
2023-02-06 10:00:00,1983656.0
2023-02-06 10:15:00,1985139.0
2023-02-06 10:30:00,1997445.0
2023-02-06 10:45:00,2001662.0
2023-02-06 11:00:00,2006228.0
2023-02-06 11:15:00,2006870.0
2023-02-06 11:30:00,2006451.0
2023-02-06 13:30:00,2009143.0
2023-02-06 13:45:00,2006094.0
2023-02-06 14:00:00,2004235.0
2023-02-06 14:15:00,2003097.0
2023-02-06 14:30:00,1995995.0
2023-02-06 14:45:00,1988220.0
2023-02-06 15:00:00,1984660.0
2023-02-06 21:00:00,1987290.0
2023-02-06 21:15:00,1989124.0
2023-02-06 21:30:00,1988715.0
2023-02-06 21:45:00,1991134.0
2023-02-06 22:00:00,1989272.0
2023-02-06 22:15:00,1987575.0
2023-02-06 22:30:00,1990555.0
2023-02-06 22:45:00,1992845.0
2023-02-06 23:00:00,1992399.0
2023-02-07 09:00:00,1989636.0
2023-02-07 09:15:00,1992245.0
2023-02-07 09:30:00,1991298.0
2023-02-07 09:45:00,1992501.0
2023-02-07 10:00:00,1991716.0
2023-02-07 10:15:00,1991404.0
2023-02-07 10:30:00,1989768.0
2023-02-07 10:45:00,1987120.0
2023-02-07 11:00:00,1985241.0
2023-02-07 11:15:00,1991784.0
2023-02-07 11:30:00,1992142.0
2023-02-07 13:30:00,2011325.0
2023-02-07 13:45:00,2007164.0
2023-02-07 14:00:00,1996438.0
2023-02-07 14:15:00,1986922.0
2023-02-07 14:30:00,1985850.0
2023-02-07 14:45:00,1977536.0
2023-02-07 15:00:00,1974498.0
2023-02-07 21:00:00,1981877.0
2023-02-07 21:15:00,1993495.0
2023-02-07 21:30:00,2006145.0
2023-02-07 21:45:00,2007055.0
2023-02-07 22:00:00,2013136.0
2023-02-07 22:15:00,2017135.0
2023-02-07 22:30:00,2014512.0
2023-02-07 22:45:00,2014332.0
2023-02-07 23:00:00,2012497.0
2023-02-08 09:00:00,2005851.0
2023-02-08 09:15:00,2006128.0
2023-02-08 09:30:00,2006648.0
2023-02-08 09:45:00,2007104.0
2023-02-08 10:00:00,2004672.0
2023-02-08 10:15:00,2003801.0
2023-02-08 10:30:00,2001747.0
2023-02-08 10:45:00,1995104.0
2023-02-08 11:00:00,1991952.0
2023-02-08 11:15:00,1980799.0
2023-02-08 11:30:00,1979990.0
2023-02-08 13:30:00,1982739.0
2023-02-08 13:45:00,1979964.0
2023-02-08 14:00:00,1984991.0
2023-02-08 14:15:00,1986718.0
2023-02-08 14:30:00,1986824.0
2023-02-08 14:45:00,1983807.0
2023-02-08 15:00:00,1981288.0
2023-02-08 21:00:00,1981735.0
2023-02-08 21:15:00,1981896.0
2023-02-08 21:30:00,1985573.0
2023-02-08 21:45:00,1984091.0
2023-02-08 22:00:00,1982809.0
2023-02-08 22:15:00,1981543.0
2023-02-08 22:30:00,1977266.0
2023-02-08 22:45:00,1973173.0
2023-02-08 23:00:00,1970862.0
2023-02-09 09:00:00,1972786.0
2023-02-09 09:15:00,1974119.0
2023-02-09 09:30:00,1981072.0
2023-02-09 09:45:00,1984666.0
2023-02-09 10:00:00,1986637.0
2023-02-09 10:15:00,1986464.0
2023-02-09 10:30:00,1988378.0
2023-02-09 10:45:00,1988016.0
2023-02-09 11:00:00,1986556.0
2023-02-09 11:15:00,1987090.0
2023-02-09 11:30:00,1986915.0
2023-02-09 13:30:00,1992562.0
2023-02-09 13:45:00,1993863.0
2023-02-09 14:00:00,1991139.0
2023-02-09 14:15:00,1989489.0
2023-02-09 14:30:00,1989903.0
2023-02-09 14:45:00,1983231.0
2023-02-09 15:00:00,1979876.0
2023-02-09 21:00:00,1980720.0
2023-02-09 21:15:00,1979653.0
2023-02-09 21:30:00,1981255.0
2023-02-09 21:45:00,1982444.0
2023-02-09 22:00:00,1980373.0
2023-02-09 22:15:00,1977438.0
2023-02-09 22:30:00,1969208.0
2023-02-09 22:45:00,1961900.0
2023-02-09 23:00:00,1960538.0
2023-02-10 09:00:00,1960097.0
2023-02-10 09:15:00,1960560.0
2023-02-10 09:30:00,1959528.0
2023-02-10 09:45:00,1959703.0
2023-02-10 10:00:00,1964019.0
2023-02-10 10:15:00,1964526.0
2023-02-10 10:30:00,1965898.0
2023-02-10 10:45:00,1964739.0
2023-02-10 11:00:00,1968581.0
2023-02-10 11:15:00,1971684.0
2023-02-10 11:30:00,1971583.0
2023-02-10 13:30:00,1974566.0
2023-02-10 13:45:00,1970143.0
2023-02-10 14:00:00,1954281.0
2023-02-10 14:15:00,1941168.0
2023-02-10 14:30:00,1941580.0
2023-02-10 14:45:00,1935090.0
2023-02-10 15:00:00,1933276.0
2023-02-10 21:00:00,1929380.0
2023-02-10 21:15:00,1934659.0
2023-02-10 21:30:00,1934242.0
2023-02-10 21:45:00,1931862.0
2023-02-10 22:00:00,1931860.0
2023-02-10 22:15:00,1931170.0
2023-02-10 22:30:00,1926895.0
2023-02-10 22:45:00,1922640.0
2023-02-10 23:00:00,1920794.0
2023-02-13 09:00:00,1928709.0
2023-02-13 09:15:00,1933777.0
2023-02-13 09:30:00,1936788.0
2023-02-13 09:45:00,1941842.0
2023-02-13 10:00:00,1942864.0
2023-02-13 10:15:00,1942342.0
2023-02-13 10:30:00,1934699.0
2023-02-13 10:45:00,1934825.0
2023-02-13 11:00:00,1943340.0
2023-02-13 11:15:00,1948701.0
2023-02-13 11:30:00,1947704.0
2023-02-13 13:30:00,1933792.0
2023-02-13 13:45:00,1935988.0
2023-02-13 14:00:00,1941003.0
2023-02-13 14:15:00,1941306.0
2023-02-13 14:30:00,1944582.0
2023-02-13 14:45:00,1944855.0
2023-02-13 15:00:00,1942412.0
2023-02-13 21:00:00,1958134.0
2023-02-13 21:15:00,1959889.0
2023-02-13 21:30:00,1963140.0
2023-02-13 21:45:00,1964461.0
2023-02-13 22:00:00,1966076.0
2023-02-13 22:15:00,1978116.0
2023-02-13 22:30:00,1982771.0
2023-02-13 22:45:00,1967862.0
2023-02-13 23:00:00,1965830.0
2023-02-14 09:00:00,1964726.0
2023-02-14 09:15:00,1949167.0
2023-02-14 09:30:00,1944919.0
2023-02-14 09:45:00,1943490.0
2023-02-14 10:00:00,1942310.0
2023-02-14 10:15:00,1941947.0
2023-02-14 10:30:00,1939198.0
2023-02-14 10:45:00,1938429.0
2023-02-14 11:00:00,1933966.0
2023-02-14 11:15:00,1931105.0
2023-02-14 11:30:00,1928862.0
2023-02-14 13:30:00,1930844.0
2023-02-14 13:45:00,1922403.0
2023-02-14 14:00:00,1921889.0
2023-02-14 14:15:00,1921127.0
2023-02-14 14:30:00,1917333.0
2023-02-14 14:45:00,1912713.0
2023-02-14 15:00:00,1911228.0
2023-02-14 21:00:00,1916286.0
2023-02-14 21:15:00,1917127.0
2023-02-14 21:30:00,1916934.0
2023-02-14 21:45:00,1914256.0
2023-02-14 22:00:00,1914090.0
2023-02-14 22:15:00,1914034.0
2023-02-14 22:30:00,1909474.0
2023-02-14 22:45:00,1905620.0
2023-02-14 23:00:00,1902640.0
2023-02-15 09:00:00,1899209.0
2023-02-15 09:15:00,1901271.0
2023-02-15 09:30:00,1898229.0
2023-02-15 09:45:00,1897067.0
2023-02-15 10:00:00,1897593.0
2023-02-15 10:15:00,1897671.0
2023-02-15 10:30:00,1895863.0
2023-02-15 10:45:00,1896141.0
2023-02-15 11:00:00,1898962.0
2023-02-15 11:15:00,1899063.0
2023-02-15 11:30:00,1898499.0
2023-02-15 13:30:00,1899814.0
2023-02-15 13:45:00,1899448.0
2023-02-15 14:00:00,1900595.0
2023-02-15 14:15:00,1906054.0
2023-02-15 14:30:00,1904893.0
2023-02-15 14:45:00,1898767.0
2023-02-15 15:00:00,1896584.0
2023-02-15 21:00:00,1890021.0
2023-02-15 21:15:00,1889845.0
2023-02-15 21:30:00,1891826.0
2023-02-15 21:45:00,1896908.0
2023-02-15 22:00:00,1899214.0
2023-02-15 22:15:00,1899924.0
2023-02-15 22:30:00,1898944.0
2023-02-15 22:45:00,1894182.0
2023-02-15 23:00:00,1892163.0
2023-02-16 09:00:00,1901851.0
2023-02-16 09:15:00,1898415.0
2023-02-16 09:30:00,1898633.0
2023-02-16 09:45:00,1898737.0
2023-02-16 10:00:00,1898010.0
2023-02-16 10:15:00,1898176.0
2023-02-16 10:30:00,1900169.0
2023-02-16 10:45:00,1907084.0
2023-02-16 11:00:00,1915712.0
2023-02-16 11:15:00,1917476.0
2023-02-16 11:30:00,1916646.0
2023-02-16 13:30:00,1925256.0
2023-02-16 13:45:00,1926043.0
2023-02-16 14:00:00,1916999.0
2023-02-16 14:15:00,1924894.0
2023-02-16 14:30:00,1921766.0
