datetime,open,high,low,close,volume,future_return,trend_label,ema60_slope,ema20_slope,ema60_slope_norm,ema20_slope_norm,twap_slope,twap_slope_norm,linear_reg_slope,linear_reg_slope_norm,adx,adx_change,adx_change_pct,atr,atr_ratio,ema5_ema60_ratio,golden_cross,close_ema60_ratio,close_above_ema60,high_20_high,low_20_low,high_break_ratio,low_break_ratio,ma_alignment,consecutive_bullish,consecutive_bearish,bullish_streak,bearish_streak,rolling_std_5,rolling_std_5_ratio,rolling_std_10,rolling_std_10_ratio,rolling_std_20,rolling_std_20_ratio,parkinson_vol_5,parkinson_vol_10,parkinson_vol_20,macd,macd_signal,macd_histogram,macd_histogram_norm,rsi_14,rsi_14_norm,rsi_6,rsi_6_norm,rsi_24,rsi_24_norm,bb_upper,bb_middle,bb_lower,bb_width,bb_position,volume_change_1,volume_change_5,volume_change_10,price_velocity,price_acceleration,price_velocity_norm,price_acceleration_norm
2022-01-05 14:00:00,4534.576,4562.528,4534.523,4555.404,79347.0,0.0191006110544749,1.0,2.131628668341195,4.772832100171595,0.00047007899416030076,0.001052532341240562,2.2778999999994105,0.0005023355881354086,8.644151515151606,0.001906257928485179,,,,,,1.0115536377344019,1.0,1.012034799359427,1.0,,,,,1.0,0.0,1.0,0.0,2.0,9.139276574227294,0.0020154457496149164,28.358639475475883,0.006253810017839624,,,0.0038984786105957995,0.0035933629890645244,,19.035177180375285,12.390629699387611,6.644547480987674,0.0014652937647642366,,,73.7201754815144,0.47440350963028804,,,,,,,,0.6537572852364038,-0.46343373763594864,0.32254061060702166,-3.576999999999316,7.485000000000582,-0.0007888205798149514,0.0016506351802953593
2022-01-05 15:00:00,4554.327,4557.388,4553.456,4555.481,2218.0,0.0186979157634506,1.0,2.132496580854911,4.523809995394249,0.00046812457925903185,0.0009930644999640533,2.1581000000000783,0.00047374502898098127,7.713303030303174,0.0016932204103748368,,,,28.719285714285498,0.00630444318753847,1.0127067339203462,1.0,1.016118319129496,1.0,,,,,1.0,1.0,0.0,1.0,0.0,8.928926100056202,0.0019600733765997927,25.571315831307054,0.005613402418601522,,,0.004217385295852871,0.003684606278542608,,20.902024602611164,14.092908680032323,6.80911592257884,0.0014947337102436664,82.26255572708538,0.6452511145417077,74.20852139953297,0.4841704279906594,,,,,,,,0.6546482045293407,42.12336956521739,1.8690700028926814,20.786000000000058,24.362999999999374,0.004562932288771766,0.005348153533693032
2022-01-05 21:00:00,4551.211,4580.121,4551.211,4573.218,102224.0,0.0142254316326054,1.0,2.159814725744297,4.375418567261394,0.0004741134307758713,0.0009604734532448701,2.9656999999996145,0.0006510179715379374,6.57203636363638,0.0014426657390594715,,,,23.641571428571233,0.005189698174258928,1.013313578213678,1.0,1.0155982100079444,1.0,,,,,1.0,1.0,0.0,2.0,0.0,9.716663136091858,0.00213296096199103,22.275644301942627,0.004889855605136456,,,0.003449833055077955,0.003593469553062718,,22.132597088948387,15.700846361815536,6.431750727132851,0.0014118708270614785,82.27240282914815,0.645448056582963,76.03307138179491,0.5206614276358983,,,,,,,,-0.9720468322683907,-0.977859189235054,-0.9583513285137546,0.07699999999931606,-20.709000000000742,1.6902715651610897e-05,-0.00454595244717314
2022-01-05 22:00:00,4573.583,4588.934,4568.443,4568.561,53263.0,0.0087047103015588,1.0,2.387063423260764,4.824512037045757,0.0005219658068477742,0.0010549490614805061,9.090899999999275,0.001987856253517605,5.824393939393971,0.001273587644278924,,,,23.114928571428404,0.00505441213854848,1.0147427003878342,1.0,1.0188993128973536,1.0,,,,,1.0,1.0,0.0,3.0,0.0,15.52995362840189,0.003395848093924648,19.379759799279455,0.004237663675617356,,,0.0031203307530378735,0.0037800256508442862,,24.259414882072633,17.412560065866955,6.846854816205678,0.0014971634451289395,83.22783083219656,0.6645566166439312,77.54823471672714,0.5509646943345428,,,,,,,,45.08836789900811,0.6791340199411948,23.514148681055154,17.73700000000008,17.660000000000764,0.0038784505790015,0.0038616134196971944
2022-01-05 23:00:00,4568.476,4576.513,4568.081,4575.267,1140.0,0.0075984636525038,1.0,2.5897826552850978,5.1812251763743875,0.0005668705431064832,0.0011341044097636845,8.569999999999451,0.0018758641944365965,5.110515151515306,0.001118626883063465,,,,23.223357142856976,0.005083298032543941,1.0151878571235362,1.0,1.017266004640631,1.0,,,,,1.0,0.0,1.0,0.0,1.0,15.012055498843212,0.003285948354162988,17.119585537882156,0.003747259922299857,,,0.003127478257917101,0.0035182668779265708,,25.277765974896283,18.98560124767282,6.2921647272234615,0.0013772749728466933,85.01452769319762,0.7002905538639524,66.67127262677946,0.3334254525355891,,,,,,,,-0.4789579746439192,0.8368451908818153,-0.47893248808929845,-4.657000000000153,-22.394000000000233,-0.0010193581742697871,-0.004901762283572493
2022-01-06 09:00:00,4567.664,4568.853,4543.714,4556.565,68773.0,0.0128447635444683,1.0,2.678006174783979,5.190689445290969,0.0005853223811384077,0.0011345107171430585,5.280599999999076,0.0011541621505365865,5.306727272727171,0.001159872696550206,,,,22.416428571428437,0.004899479871104449,1.015753561777404,1.0,1.0181329981739118,1.0,,,,,1.0,1.0,0.0,1.0,0.0,9.573452339694876,0.0020924357725341223,17.638224647369434,0.0038551246620950066,,,0.0027148752920916727,0.003359217418453501,,26.32250525303607,20.452982048745472,5.869523204290598,0.0012828810218705484,86.1053321649086,0.7221066432981721,84.62084422861484,0.6924168845722969,,,,,,,,-0.9785967744963671,-0.976227217750344,-0.9872443270823077,6.706000000000131,11.363000000000284,0.001465706810116247,0.0024835709041680595
2022-01-06 10:00:00,4556.5,4611.139,4555.703,4601.892,77447.0,0.0045224877072299,1.0,2.6040289231516898,4.7364999743104725,0.0005714894713784814,0.0010394891709677077,0.4216999999993176,9.254778544787964e-05,3.7770666666667854,0.0008289285166933393,,,,23.271499999999897,0.005107246357727783,1.0146946519119673,1.0,1.0135069860225354,1.0,,,,,1.0,0.0,1.0,0.0,1.0,9.274147227665424,0.002035337414843292,14.794667995972738,0.003246890584458411,,,0.0026138088342284255,0.003508442343517033,,25.349164171771008,21.43221847335058,3.9169456984204274,0.0008596268676997756,74.5982817979986,0.4919656359599719,65.9812131362406,0.319624262724812,,,,,,,,59.32719298245614,-0.13326275725610293,36.37663043478261,-18.702000000000226,-25.408000000000357,-0.004104407596511896,-0.005576130264793843
2022-01-06 11:00:00,4602.989,4615.405,4575.643,4590.233,53604.0,0.0055352310002562,1.0,2.6673460076381765,4.717328548186036,0.0005796194277567089,0.001025084584380954,4.535199999999329,0.0009855076998763399,5.228836363636249,0.0011362362184154364,,,,26.78335714285699,0.005820075121897035,1.0168729670958176,1.0,1.0227979323830965,1.0,4611.139,4392.028,,,1.0,1.0,0.0,1.0,0.0,16.64095716299079,0.003616112060646098,19.769036456032246,0.004295849719209457,41.60117644904712,0.009040015812854173,0.004163034084402811,0.00382310089428778,0.004263359832297943,27.91352470158654,22.728479718997775,5.185044982588764,0.0011267202669225536,79.82231491563022,0.5964462983126043,74.93830869257307,0.4987661738514615,,,4610.330802898095,4527.12845,4443.926097101906,0.03675723091006814,0.9492874744273726,0.12612507815567153,33.91749323715059,-0.22689838984996558,45.327000000000226,64.02900000000045,0.009849644450586895,0.01391362509159286
2022-01-06 13:00:00,4590.707,4618.703,4590.707,4614.064,50956.0,0.0002429528502422,0.0,2.8092985975520532,4.934430591215514,0.0006120165572318558,0.0010749847755474535,6.9968999999997035,0.001524301707560314,6.0591878787879505,0.0013200174977583818,,,,26.882642857142724,0.005856487646083047,1.0173102134098606,1.0,1.0195311973316092,1.0,4615.405,4443.1,0.000925151031014164,-0.041806427463577135,1.0,0.0,1.0,0.0,1.0,17.855175182577366,0.003889818922607494,21.288330664681336,0.004637745113304997,41.263368649126285,0.008989384340430276,0.0044540865017886405,0.003845474650402059,0.0037885757364505626,28.674473553132884,23.917678485824798,4.7567950673080865,0.001036286190114551,72.65200462111169,0.45304009242223375,66.58205137992911,0.3316410275985822,,,4615.868937298253,4533.3422,4450.8154627017475,0.03640878347910844,0.8446810201304586,-0.30786215089028623,-0.4756221630928158,-0.11949933474597152,-11.65899999999965,-56.985999999999876,-0.002539958211271552,-0.01241462034715882
2022-01-06 14:00:00,4614.877,4631.084,4607.818,4618.826,78228.0,0.0033144786142626,1.0,3.0819838894349405,5.524122915861589,0.0006679543000346203,0.001197235867526239,11.12619999999955,0.0024113666390408865,6.955266666666779,0.0015074057634802591,,,,27.002214285714217,0.005852154258309858,1.018985536647848,1.0,1.0239908354587675,1.0,4618.703,4458.301,0.000714563510677976,-0.03322162454142377,1.0,1.0,0.0,1.0,0.0,22.510060388648842,0.004878575673993434,24.038125107372295,0.005209751123385435,42.67313359172089,0.009248491913359002,0.004589183830269018,0.003926940824722649,0.003718477674571279,30.844932356445497,25.30312925994894,5.541803096496558,0.0012010676697368214,73.2536851245463,0.4650737024909259,68.41867931675125,0.36837358633502504,,,4625.601967183441,4540.2557,4454.909432816558,0.03759535710001591,0.9324049688157932,-0.04939929855980896,-0.04331336950603604,0.7572852364037659,23.83100000000013,35.48999999999978,0.005164861172276789,0.0076917008520037385
2022-01-06 15:00:00,4619.9,4624.899,4618.015,4622.909,3881.0,0.0012191457802869,0.0,3.4291122865036234,6.299863590542074,0.0007424207550801055,0.0013639534354708477,13.669399999999543,0.0029594966339930415,6.952999999999963,0.0015053608860779693,,,,28.203857142857032,0.0061062826663868764,1.020168445887923,1.0,1.0242065435380752,1.0,4631.084,4458.301,0.002680622676972172,-0.03353676658440061,1.0,1.0,0.0,2.0,0.0,24.849186455510054,0.00537997890708809,24.030845337928493,0.005202803772631507,42.56440692285928,0.009215416844639585,0.004758687733002197,0.0038739938559473365,0.003736314090590916,32.573799711104584,26.757263350180068,5.816536360924516,0.001259310560935726,74.46428846915339,0.4892857693830678,72.64454395559854,0.45289087911197073,,,4632.923013845718,4547.794199999999,4462.665386154281,0.03743740815963857,0.9172018661550585,0.535206845121281,67.62105263157895,0.6313133419527046,4.761999999999716,-19.069000000000415,0.001030997920250669,-0.004128538290899119
2022-01-06 21:00:00,4626.42,4636.159,4597.795,4605.578,96751.0,0.0020440431146752,0.0,3.5482463098968364,6.3725146771566825,0.0007675354003067844,0.0013784642261304913,7.062699999999195,0.0015277609833979418,7.538472727272665,0.00163067729156526,,,,25.75842857142847,0.005571909066656617,1.0209756626448603,1.0,1.024268609343684,1.0,4631.084,4466.689,-0.0013355404479813994,-0.03582396074199565,1.0,1.0,0.0,3.0,0.0,13.38533386587049,0.002895435291040877,25.493904065261603,0.00551468870904913,41.2811830872322,0.008929698397098495,0.004539737842447428,0.003704133927117093,0.003694383005177962,33.88282342531147,28.18237536520635,5.700448060105121,0.0012330867988327525,73.14807304424957,0.4629614608849914,71.98239267653464,0.4396478535306929,78.41637004233012,0.5683274008466023,4638.136016174465,4555.57365,4473.011283825535,0.036246748496521326,0.9077847639305248,-0.9503886076596615,-0.9435679699882221,-0.9510882579051508,4.082999999999629,-0.6790000000000873,0.0008832101172659097,-0.00014687721519071376
2022-01-06 22:00:00,4606.493,4609.841,4594.656,4595.022,35095.0,0.0112554412144272,1.0,3.5615333161295335,6.142132326951426,0.0007733086522754653,0.0013336289879253864,3.953499999999583,0.00085841559951858,6.36550909090911,0.0013821303408408476,,,,25.788714285714182,0.005599452291485277,1.0201100756227715,1.0,1.0197456710413606,1.0,4636.159,4472.077,0.0010958557434932769,-0.029351942792524788,1.0,0.0,1.0,0.0,1.0,12.950160288615173,0.0028118425719019786,23.285379227935287,0.005055908124438515,38.66055236062925,0.00839428891675035,0.003877785960683746,0.00402293902170885,0.0038142536492200233,33.13975284897515,29.173850861960112,3.9659019870150374,0.0008611084183168838,64.79818389149631,0.29596367782992616,72.90476947090066,0.4580953894180132,73.78583548556382,0.47571670971127644,4639.167854721258,4561.84675,4484.525645278742,0.033899036490543245,0.7827898680292498,23.92939963926823,0.24925432876676945,42.62082957619477,-17.33099999999922,-21.41399999999885,-0.003763045593842775,-0.0046495792710488995
2022-01-06 23:00:00,4594.866,4601.021,4594.757,4595.942,1594.0,0.0043605859255839,1.0,3.2764600926497622,5.0682911529556245,0.0007130455725021038,0.0011029960581158532,-5.133200000000593,-0.0011171219637252212,5.191993939394089,0.0011299171014619927,,,,25.443214285714216,0.0055371256733295765,1.0186281207252519,1.0,1.0168280381338242,1.0,4636.159,4472.077,-0.005676681925706022,-0.027409858998402693,1.0,0.0,1.0,0.0,2.0,11.144076686780163,0.002425249908875336,22.25530927940775,0.004843352062168092,34.80983233467855,0.0075755529211130115,0.0032283497174295265,0.0038898025954695356,0.003835306907716924,31.33783997179944,29.60664868392798,1.7311912878714608,0.0003767536451123544,64.97094172010283,0.2994188344020566,45.243831519481596,-0.09512336961036809,70.26212212879068,0.4052424425758136,4636.956964669357,4567.3373,4497.717635330643,0.030485887113858225,0.6988281624989295,-0.6372647311138904,-0.34529139616446536,-0.6566853185161997,-10.556000000000495,6.774999999998727,-0.002297268652903184,0.0014744216676217713
2022-01-07 09:00:00,4596.02,4625.335,4592.763,4609.867,86163.0,0.0062949755383398,1.0,2.927543368300412,3.8841205669600303,0.000636984402392461,0.0008451195787414267,-7.365500000000517,-0.0016026094324080933,3.493903030303116,0.000760214778668468,,,,23.92528571428563,0.005205741437617278,1.0175277535243425,1.0,1.0164640164176484,1.0,4636.159,4506.079,-0.007579118835225436,-0.027432443582702037,1.0,1.0,0.0,1.0,0.0,12.831375054950596,0.002791892294321947,20.249868508760496,0.004406032214671224,32.12803456972077,0.006990522197564888,0.002808854511344011,0.0038046203420249573,0.0036642419250961914,29.642348800543914,29.613788707251167,0.028560093292746558,6.2141979365158565e-06,66.38505028482263,0.3277010056964525,54.642746775531364,0.09285493551062729,72.24909184539815,0.4449818369079631,4636.114019139442,4571.85795,4507.601880860558,0.028109390030126347,0.6874068109250167,-0.9545804245619034,-0.968718109741738,-0.9700730338133413,0.9200000000000728,11.476000000000568,0.0002001765905662153,0.002496985384062847
2022-01-07 10:00:00,4609.291,4646.458,4609.221,4638.947,84739.0,0.0026764694660232,0.0,2.7144435857334948,3.1740138462971434,0.0005888333840723593,0.0006885261215339062,-3.572000000000531,-0.0007748596651488061,2.6705333333337906,0.0005793081087445235,44.950283388899905,,,24.251499999999915,0.005260780842484157,1.0175477284395227,1.0,1.018890863190883,1.0,4636.159,4511.352,-0.0023346912821582727,-0.01923712389418832,1.0,1.0,0.0,2.0,0.0,11.430582631729479,0.002479590546046009,18.916344524713235,0.004103446916085265,31.21792317412039,0.0067719791425914,0.00310844440625728,0.004019175012799129,0.003703924233023016,29.086994192860402,29.508429804373016,-0.42143561151261366,-9.142034065464657e-05,65.10570079823378,0.3021140159646757,45.93132597863372,-0.08137348042732555,73.71159572167622,0.47423191443352436,4638.52944634824,4576.093599999999,4513.657753651759,0.027287836222685824,0.7704648208949344,53.054579673776665,0.10143426905967168,74.58157894736843,13.925000000000182,13.00500000000011,0.0030206945232910585,0.0028211226050556576
2022-01-07 11:00:00,4639.17,4660.83,4638.377,4655.625,52271.0,0.0083900657806416,1.0,2.892930681283034,3.64870776569733,0.000623617963577302,0.0007865379289087221,8.1582999999996,0.001758653418545114,1.76715151515156,0.0003809380695988896,44.73371101978983,-0.21657236911007516,-0.004818042352176977,26.630428571428507,0.005740619276622153,1.0192917781180522,1.0,1.0244678216325376,1.0,4646.458,4511.352,0.0022214509899250606,-0.021693940087140106,1.0,1.0,0.0,3.0,0.0,17.854656835146052,0.0038488598458111404,14.879080004410673,0.003207426169001429,31.668961914417977,0.006826756570923956,0.0037646569859206805,0.004170243512062012,0.003853576172056198,30.640183668971986,29.73478057729281,0.905403091679176,0.00019517426943639924,69.94160821116621,0.39883216422332424,63.25581395348852,0.2651162790697704,75.06256528723239,0.5012513057446477,4645.194923828836,4581.857,4518.519076171164,0.027647272199388243,0.950677860504866,-0.016526815454429356,20.834321051275445,0.23215506085236948,29.079999999999927,15.154999999999745,0.0062686639877541014,0.003266905183439204
2022-01-07 13:00:00,4656.234,4666.494,4649.571,4659.276,39687.0,0.008708649154933,1.0,3.336477216323026,4.865126073726192,0.0007166550605607251,0.001044999559398833,16.421099999999385,0.003527152637937846,3.796709090908886,0.0008155100745676222,44.407917786818494,-0.32579323297133556,-0.0072829466982340385,26.169214285714197,0.005620988435648102,1.0213022072131692,1.0,1.0272029096143012,1.0,4660.83,4512.301,0.0030931087723165256,-0.028156747688941264,1.0,1.0,0.0,4.0,0.0,27.06135847109142,0.005812615593199929,20.5260749619679,0.004408876351073787,33.881593670147076,0.0072775607292569905,0.0032976027060254826,0.0035994032535729133,0.0037129371277827544,32.83833287482685,30.355491036799616,2.4828418380272304,0.0005332993611012979,69.78873002684706,0.39577460053694125,68.48570459939,0.3697140919878001,75.94199456846063,0.5188398913692126,4655.536737340294,4587.77355,4520.010362659706,0.029540772490958836,1.00065125817697,-0.3831529756074534,-0.4597368502651136,-0.3250739215205237,16.677999999999884,-12.402000000000044,0.0035823331990871006,-0.0026638743455497478
2022-01-07 14:00:00,4659.223,4666.348,4629.385,4660.386,74341.0,0.006753517841655,1.0,3.7924156682470476,6.043933114323749,0.0008139495638908379,0.001297182891574517,17.242599999999367,0.0037007037144825435,4.596836363636459,0.0009865988543362658,43.90064030716833,-0.5072774796501633,-0.011423131390338126,25.91435714285704,0.00556188496729042,1.0225985606956225,1.0,1.0270652907945879,1.0,4666.494,4520.829,0.0012152341964842656,-0.03042128616863093,1.0,1.0,0.0,5.0,0.0,28.019667794265796,0.006013738571028159,22.860422787960992,0.004906432413096153,36.15402148192899,0.007759579274103744,0.0033228019370253725,0.003275916254326938,0.0035720654103927234,34.47755139366018,31.179903108171732,3.297648285488446,0.0007077598076371621,71.88952323959646,0.4377904647919291,85.88958695361524,0.7177917390723048,74.65593277418739,0.49311865548374784,4665.582542963857,4593.2744999999995,4520.966457036142,0.031484311666484376,0.956391137794937,-0.24074534636796696,0.13084484969368848,-0.25962614730244016,3.65099999999984,-13.027000000000044,0.0007835981384231885,-0.002795927951037896
2022-01-07 15:00:00,4659.723,4663.845,4657.726,4660.148,4289.0,0.0084377148536913,1.0,4.065998761091218,6.624196627245174,0.0008724596548636138,0.0014213836852237506,12.136699999999307,0.002604226345199583,6.209357575757513,0.0013323698027926253,42.08398458393907,-1.8166557232292604,-0.04138107577744432,27.95228571428561,0.005997847756448845,1.023252801781179,1.0,1.026390933484252,1.0,4666.494,4520.829,-3.1286871899916895e-05,-0.024012410113278006,1.0,1.0,0.0,6.0,0.0,21.35549492990344,0.004582344666279454,25.6815136616875,0.005510597976581232,36.67698418193034,0.007869945575737789,0.003933109235340058,0.0034175292188227784,0.003681057606339571,35.457479846949354,32.03541845592726,3.4220613910220976,0.0007342871150634512,71.10929246335854,0.42218584926717084,100.0,1.0,73.05588706652583,0.46111774133051653,4672.738018363862,4599.384050000001,4526.03008163614,0.03189730084134243,0.9158053842254937,0.8731826542696601,45.63801756587202,0.4589253473585053,1.110000000000582,-2.540999999999258,0.00023817769601071283,-0.0005452338068132678
