datetime,close,future_return,trend_label
2022-01-04 09:00:00,4465.958,0.027827176162427,1.0
2022-01-04 10:00:00,4475.794,0.0308928427000886,1.0
2022-01-04 11:00:00,4468.056,0.0337439817227,1.0
2022-01-04 13:00:00,4467.32,0.034828263925575,1.0
2022-01-04 14:00:00,4480.116,0.0280041856059085,1.0
2022-01-04 15:00:00,4485.211,0.0244829061553625,1.0
2022-01-04 21:00:00,4505.529,0.0200671219739123,1.0
2022-01-04 22:00:00,4525.154,0.0187204678559005,1.0
2022-01-04 23:00:00,4523.679,0.0254810299316109,1.0
2022-01-05 09:00:00,4537.294,0.0260796413016216,1.0
2022-01-05 10:00:00,4549.257,0.0241839491591704,1.0
2022-01-05 11:00:00,4538.195,0.0269250219525605,1.0
2022-01-05 13:00:00,4534.618,0.0276825964171623,1.0
2022-01-05 14:00:00,4555.404,0.0191006110544749,1.0
2022-01-05 15:00:00,4555.481,0.0186979157634506,1.0
2022-01-05 21:00:00,4573.218,0.0142254316326054,1.0
2022-01-05 22:00:00,4568.561,0.0087047103015588,1.0
2022-01-05 23:00:00,4575.267,0.0075984636525038,1.0
2022-01-06 09:00:00,4556.565,0.0128447635444683,1.0
2022-01-06 10:00:00,4601.892,0.0045224877072299,0.0
2022-01-06 11:00:00,4590.233,0.0055352310002562,1.0
2022-01-06 13:00:00,4614.064,0.0002429528502422,0.0
2022-01-06 14:00:00,4618.826,0.0033144786142626,0.0
2022-01-06 15:00:00,4622.909,0.0012191457802869,0.0
2022-01-06 21:00:00,4605.578,0.0020440431146752,0.0
2022-01-06 22:00:00,4595.022,0.0112554412144272,1.0
2022-01-06 23:00:00,4595.942,0.0043605859255839,0.0
2022-01-07 09:00:00,4609.867,0.0062949755383398,1.0
2022-01-07 10:00:00,4638.947,0.0026764694660232,0.0
2022-01-07 11:00:00,4655.625,0.0083900657806416,1.0
2022-01-07 13:00:00,4659.276,0.008708649154933,1.0
2022-01-07 14:00:00,4660.386,0.006753517841655,1.0
2022-01-07 15:00:00,4660.148,0.0084377148536913,1.0
2022-01-07 21:00:00,4642.415,0.0119569232823864,1.0
2022-01-07 22:00:00,4640.659,0.0189792010143387,1.0
2022-01-07 23:00:00,4638.274,0.0180493864743652,1.0
2022-01-10 09:00:00,4608.329,0.0258126101673731,1.0
2022-01-10 10:00:00,4610.032,0.0243024343431889,1.0
2022-01-10 11:00:00,4615.093,0.0249006899752615,1.0
2022-01-10 13:00:00,4622.704,0.0236195092742257,1.0
2022-01-10 14:00:00,4615.641,0.0397121439904014,1.0
2022-01-10 15:00:00,4615.185,0.0413725560297149,1.0
2022-01-10 21:00:00,4634.135,0.0365945316655643,1.0
2022-01-10 22:00:00,4628.545,0.0352899237233299,1.0
2022-01-10 23:00:00,4614.992,0.035324221580449,1.0
2022-01-11 09:00:00,4646.741,0.024222137622906,1.0
2022-01-11 10:00:00,4615.983,0.0261367946979007,1.0
2022-01-11 11:00:00,4638.886,0.0175843941842932,1.0
2022-01-11 13:00:00,4651.363,0.0153834478194886,1.0
2022-01-11 14:00:00,4694.686,0.0116335789017625,1.0
2022-01-11 15:00:00,4699.852,0.0150421757961739,1.0
