total_trades,win_rate,avg_win,avg_loss,profit_loss_ratio,total_return,max_drawdown,sharpe_ratio,total_pnl,total_commission,gross_profit,gross_loss,profit_factor,initial_capital,final_net_worth,commission_ratio,trailing_stop_exits,tp1_exits,stop_loss_exits,trailing_activation_rate,avg_max_profit_ratio,long_trades,short_trades,year,freq
87,77.01149425287356,32.70819936034113,-92.6158535714288,0.35315983278300567,2.3242857142176943e-05,0.010977880212302947,0.005595060859127784,339.13228571428044,673.7248571428573,2191.4493571428557,-1852.3170714285754,1.1830854398230692,100000.0,100002.32428571422,0.006737248571428573,2,81,4,16.091954022988507,0.016684390361583586,45,42,2023,15min
78,66.66666666666666,43.71660714285716,-62.6330549450551,0.697979799663414,0.0037006314285713596,0.009668727398580379,0.19766670514191356,644.8041428571396,549.4815714285716,2273.2635714285716,-1628.4594285714327,1.3959595993268274,100000.0,100370.06314285714,0.005494815714285716,5,69,4,20.51282051282051,0.01794362126022387,29,49,2024,15min
76,46.05263157894737,13.980342857142857,-33.27764285714295,0.42011217312352445,-0.011136713571429428,0.011476208571429452,-1.6368927408424119,-875.071357142861,477.21421428571443,489.31199999999995,-1364.3833571428613,0.35863234291032564,100000.0,98886.32864285706,0.004772142142857145,1,71,4,13.157894736842104,0.00928328619128942,31,45,2025,15min
