,amount
2023-01-04 22:10:00,277400890.0
2023-01-04 22:15:00,331410150.0
2023-01-04 22:20:00,191312630.0
2023-01-04 22:25:00,334132130.0
2023-01-04 22:30:00,1002179850.0
2023-01-04 22:35:00,526981140.0
2023-01-04 22:40:00,394494680.0
2023-01-04 22:45:00,279519960.0
2023-01-04 22:50:00,541045140.0
2023-01-04 22:55:00,945907690.0
2023-01-04 23:00:00,233585670.0
2023-01-05 09:00:00,975415690.0
2023-01-05 09:05:00,3900826330.0
2023-01-05 09:10:00,1232707460.0
2023-01-05 09:15:00,1668506300.0
2023-01-05 09:20:00,818887700.0
2023-01-05 09:25:00,596525140.0
2023-01-05 09:30:00,507031740.0
2023-01-05 09:35:00,1295832470.0
2023-01-05 09:40:00,805959860.0
2023-01-05 09:45:00,828428380.0
2023-01-05 09:50:00,613077010.0
2023-01-05 09:55:00,719911430.0
2023-01-05 10:00:00,547518920.0
2023-01-05 10:05:00,303819860.0
2023-01-05 10:10:00,465972190.0
2023-01-05 10:15:00,46227440.0
2023-01-05 10:30:00,381238540.0
2023-01-05 10:35:00,363249130.0
2023-01-05 10:40:00,290762470.0
2023-01-05 10:45:00,268034540.0
2023-01-05 10:50:00,230686980.0
2023-01-05 10:55:00,159826420.0
2023-01-05 11:00:00,624658980.0
2023-01-05 11:05:00,595278020.0
2023-01-05 11:10:00,722539420.0
2023-01-05 11:15:00,825915890.0
2023-01-05 11:20:00,735752000.0
2023-01-05 11:25:00,878624780.0
2023-01-05 11:30:00,452052690.0
2023-01-05 13:30:00,1629206520.0
2023-01-05 13:35:00,951629310.0
2023-01-05 13:40:00,998907600.0
2023-01-05 13:45:00,1016839810.0
2023-01-05 13:50:00,557679910.0
2023-01-05 13:55:00,2044856050.0
2023-01-05 14:00:00,1876821340.0
2023-01-05 14:05:00,676447760.0
2023-01-05 14:10:00,469332160.0
2023-01-05 14:15:00,815430050.0
2023-01-05 14:20:00,490642000.0
2023-01-05 14:25:00,361036820.0
2023-01-05 14:30:00,374913560.0
2023-01-05 14:35:00,599529010.0
2023-01-05 14:40:00,366399750.0
2023-01-05 14:45:00,687896200.0
2023-01-05 14:50:00,714035470.0
2023-01-05 14:55:00,659230120.0
2023-01-05 15:00:00,254692010.0
2023-01-05 21:00:00,3498991250.0
2023-01-05 21:05:00,2091845250.0
2023-01-05 21:10:00,1891612870.0
2023-01-05 21:15:00,1063864130.0
2023-01-05 21:20:00,518954040.0
2023-01-05 21:25:00,419089590.0
2023-01-05 21:30:00,838856490.0
2023-01-05 21:35:00,381949340.0
2023-01-05 21:40:00,763409060.0
2023-01-05 21:45:00,574580380.0
2023-01-05 21:50:00,464265880.0
2023-01-05 21:55:00,762516960.0
2023-01-05 22:00:00,865112880.0
2023-01-05 22:05:00,408451780.0
2023-01-05 22:10:00,271748070.0
2023-01-05 22:15:00,722297430.0
2023-01-05 22:20:00,347351480.0
2023-01-05 22:25:00,460519780.0
2023-01-05 22:30:00,969095670.0
2023-01-05 22:35:00,402890270.0
2023-01-05 22:40:00,667663440.0
2023-01-05 22:45:00,599047750.0
2023-01-05 22:50:00,350924880.0
2023-01-05 22:55:00,737753640.0
2023-01-05 23:00:00,264844230.0
2023-01-06 09:00:00,3377871920.0
2023-01-06 09:05:00,1434359300.0
2023-01-06 09:10:00,1056101740.0
2023-01-06 09:15:00,1200739270.0
2023-01-06 09:20:00,817497230.0
2023-01-06 09:25:00,692279200.0
2023-01-06 09:30:00,609808100.0
2023-01-06 09:35:00,873598730.0
2023-01-06 09:40:00,555487130.0
2023-01-06 09:45:00,601277330.0
2023-01-06 09:50:00,441032990.0
2023-01-06 09:55:00,360304380.0
2023-01-06 10:00:00,766499340.0
2023-01-06 10:05:00,1488759450.0
2023-01-06 10:10:00,1290837600.0
2023-01-06 10:15:00,287706760.0
2023-01-06 10:30:00,1728672600.0
2023-01-06 10:35:00,2132169200.0
2023-01-06 10:40:00,874996690.0
2023-01-06 10:45:00,1942192810.0
2023-01-06 10:50:00,1439131890.0
2023-01-06 10:55:00,1179762480.0
2023-01-06 11:00:00,1583218500.0
2023-01-06 11:05:00,990563530.0
2023-01-06 11:10:00,1517865900.0
2023-01-06 11:15:00,1741699770.0
2023-01-06 11:20:00,1836384130.0
2023-01-06 11:25:00,1223630390.0
2023-01-06 11:30:00,367917490.0
2023-01-06 13:30:00,1979234860.0
2023-01-06 13:35:00,829087550.0
2023-01-06 13:40:00,772131530.0
2023-01-06 13:45:00,791118300.0
2023-01-06 13:50:00,458465200.0
2023-01-06 13:55:00,842283770.0
2023-01-06 14:00:00,814928370.0
2023-01-06 14:05:00,644703840.0
2023-01-06 14:10:00,449995200.0
2023-01-06 14:15:00,499622690.0
2023-01-06 14:20:00,496705250.0
2023-01-06 14:25:00,549171240.0
2023-01-06 14:30:00,614923690.0
2023-01-06 14:35:00,548108810.0
2023-01-06 14:40:00,1068972400.0
2023-01-06 14:45:00,1234816770.0
2023-01-06 14:50:00,1500925300.0
2023-01-06 14:55:00,1151068360.0
2023-01-06 15:00:00,449768170.0
2023-01-06 21:00:00,4535237540.0
2023-01-06 21:05:00,2196745810.0
2023-01-06 21:10:00,1377831220.0
2023-01-06 21:15:00,854892680.0
2023-01-06 21:20:00,715412540.0
2023-01-06 21:25:00,1455209920.0
2023-01-06 21:30:00,996981870.0
2023-01-06 21:35:00,618295650.0
2023-01-06 21:40:00,534541670.0
2023-01-06 21:45:00,848748800.0
2023-01-06 21:50:00,2242809700.0
2023-01-06 21:55:00,1768567210.0
2023-01-06 22:00:00,1221843530.0
2023-01-06 22:05:00,1098213430.0
2023-01-06 22:10:00,1387114390.0
2023-01-06 22:15:00,935432930.0
2023-01-06 22:20:00,424102110.0
2023-01-06 22:25:00,1083116740.0
2023-01-06 22:30:00,596685410.0
2023-01-06 22:35:00,665821730.0
2023-01-06 22:40:00,3757180850.0
2023-01-06 22:45:00,3338920790.0
2023-01-06 22:50:00,1703062650.0
2023-01-06 22:55:00,1794855210.0
2023-01-06 23:00:00,841674470.0
2023-01-09 09:00:00,3448188810.0
2023-01-09 09:05:00,1101450780.0
2023-01-09 09:10:00,805018920.0
2023-01-09 09:15:00,821846880.0
2023-01-09 09:20:00,989162900.0
2023-01-09 09:25:00,821050320.0
2023-01-09 09:30:00,768018660.0
2023-01-09 09:35:00,417893880.0
2023-01-09 09:40:00,465207620.0
2023-01-09 09:45:00,324065390.0
2023-01-09 09:50:00,507763090.0
2023-01-09 09:55:00,516637570.0
2023-01-09 10:00:00,814940370.0
2023-01-09 10:05:00,622539040.0
2023-01-09 10:10:00,381594660.0
2023-01-09 10:15:00,55152260.0
2023-01-09 10:30:00,447630750.0
2023-01-09 10:35:00,437261000.0
2023-01-09 10:40:00,363054470.0
2023-01-09 10:45:00,396121850.0
2023-01-09 10:50:00,705393490.0
2023-01-09 10:55:00,539471570.0
2023-01-09 11:00:00,767727530.0
2023-01-09 11:05:00,615295910.0
2023-01-09 11:10:00,741417750.0
2023-01-09 11:15:00,625314410.0
2023-01-09 11:20:00,1435608240.0
2023-01-09 11:25:00,631823460.0
2023-01-09 11:30:00,323065680.0
2023-01-09 13:30:00,771328900.0
2023-01-09 13:35:00,774584740.0
2023-01-09 13:40:00,289556460.0
2023-01-09 13:45:00,461120370.0
2023-01-09 13:50:00,795042370.0
2023-01-09 13:55:00,354218470.0
2023-01-09 14:00:00,433416490.0
2023-01-09 14:05:00,239558330.0
2023-01-09 14:10:00,264469140.0
2023-01-09 14:15:00,210961240.0
2023-01-09 14:20:00,364543860.0
2023-01-09 14:25:00,264828300.0
2023-01-09 14:30:00,444022920.0
2023-01-09 14:35:00,209709690.0
2023-01-09 14:40:00,279286820.0
2023-01-09 14:45:00,380867290.0
2023-01-09 14:50:00,568569970.0
2023-01-09 14:55:00,697201190.0
2023-01-09 15:00:00,236326880.0
2023-01-09 21:00:00,2986968580.0
2023-01-09 21:05:00,1395399830.0
2023-01-09 21:10:00,857063820.0
2023-01-09 21:15:00,1076698380.0
2023-01-09 21:20:00,841463290.0
2023-01-09 21:25:00,730023680.0
2023-01-09 21:30:00,412123180.0
2023-01-09 21:35:00,573747950.0
2023-01-09 21:40:00,636811600.0
2023-01-09 21:45:00,799736040.0
2023-01-09 21:50:00,443712410.0
2023-01-09 21:55:00,229246500.0
2023-01-09 22:00:00,370684660.0
2023-01-09 22:05:00,255066940.0
2023-01-09 22:10:00,264221500.0
2023-01-09 22:15:00,141828940.0
2023-01-09 22:20:00,348006860.0
2023-01-09 22:25:00,261815630.0
2023-01-09 22:30:00,295440810.0
2023-01-09 22:35:00,212583990.0
2023-01-09 22:40:00,388228530.0
2023-01-09 22:45:00,182407700.0
2023-01-09 22:50:00,335534200.0
2023-01-09 22:55:00,697914410.0
2023-01-09 23:00:00,171096770.0
2023-01-10 09:00:00,1034829910.0
2023-01-10 09:05:00,1137214450.0
2023-01-10 09:10:00,546551140.0
2023-01-10 09:15:00,327290140.0
2023-01-10 09:20:00,393578920.0
2023-01-10 09:25:00,305773810.0
2023-01-10 09:30:00,433051650.0
2023-01-10 09:35:00,658854360.0
2023-01-10 09:40:00,323161870.0
2023-01-10 09:45:00,313721310.0
2023-01-10 09:50:00,197157270.0
2023-01-10 09:55:00,268049430.0
2023-01-10 10:00:00,502464420.0
2023-01-10 10:05:00,295698110.0
2023-01-10 10:10:00,195463800.0
2023-01-10 10:15:00,25772380.0
2023-01-10 10:30:00,396612980.0
2023-01-10 10:35:00,453370900.0
2023-01-10 10:40:00,176248760.0
2023-01-10 10:45:00,191829310.0
2023-01-10 10:50:00,322153110.0
2023-01-10 10:55:00,1426212500.0
2023-01-10 11:00:00,1014195070.0
2023-01-10 11:05:00,854016750.0
2023-01-10 11:10:00,1572426290.0
2023-01-10 11:15:00,999326690.0
2023-01-10 11:20:00,583221880.0
2023-01-10 11:25:00,398830590.0
2023-01-10 11:30:00,201055610.0
2023-01-10 13:30:00,609401760.0
2023-01-10 13:35:00,439042710.0
2023-01-10 13:40:00,895161610.0
2023-01-10 13:45:00,793375000.0
2023-01-10 13:50:00,1116680000.0
2023-01-10 13:55:00,760669080.0
2023-01-10 14:00:00,635590290.0
2023-01-10 14:05:00,402470290.0
2023-01-10 14:10:00,264251410.0
2023-01-10 14:15:00,442321210.0
2023-01-10 14:20:00,926839270.0
2023-01-10 14:25:00,1350747050.0
2023-01-10 14:30:00,835834230.0
2023-01-10 14:35:00,992209820.0
2023-01-10 14:40:00,934617860.0
2023-01-10 14:45:00,642585030.0
2023-01-10 14:50:00,718048240.0
2023-01-10 14:55:00,860152990.0
2023-01-10 15:00:00,443566840.0
2023-01-10 21:00:00,3238586350.0
2023-01-10 21:05:00,1032402280.0
2023-01-10 21:10:00,823355300.0
2023-01-10 21:15:00,696823460.0
2023-01-10 21:20:00,1564705700.0
2023-01-10 21:25:00,725862140.0
2023-01-10 21:30:00,487862920.0
2023-01-10 21:35:00,327061720.0
2023-01-10 21:40:00,224908290.0
2023-01-10 21:45:00,334050340.0
2023-01-10 21:50:00,509648130.0
2023-01-10 21:55:00,381771580.0
2023-01-10 22:00:00,469438960.0
2023-01-10 22:05:00,928406290.0
2023-01-10 22:10:00,464801550.0
2023-01-10 22:15:00,300296960.0
2023-01-10 22:20:00,205755080.0
2023-01-10 22:25:00,123288340.0
2023-01-10 22:30:00,415173440.0
2023-01-10 22:35:00,282426310.0
2023-01-10 22:40:00,212541450.0
2023-01-10 22:45:00,306584640.0
2023-01-10 22:50:00,305790760.0
2023-01-10 22:55:00,590929950.0
2023-01-10 23:00:00,201526740.0
2023-01-11 09:00:00,600442830.0
2023-01-11 09:05:00,1194599420.0
2023-01-11 09:10:00,937619100.0
2023-01-11 09:15:00,478305530.0
2023-01-11 09:20:00,2156630440.0
2023-01-11 09:25:00,412310850.0
2023-01-11 09:30:00,536418790.0
2023-01-11 09:35:00,361701680.0
2023-01-11 09:40:00,506459110.0
2023-01-11 09:45:00,513691490.0
2023-01-11 09:50:00,364636960.0
2023-01-11 09:55:00,431499110.0
2023-01-11 10:00:00,781729280.0
2023-01-11 10:05:00,352663050.0
2023-01-11 10:10:00,190401010.0
2023-01-11 10:15:00,46129640.0
2023-01-11 10:30:00,768462620.0
2023-01-11 10:35:00,353044370.0
2023-01-11 10:40:00,413751460.0
2023-01-11 10:45:00,537400460.0
2023-01-11 10:50:00,508520940.0
2023-01-11 10:55:00,558302350.0
2023-01-11 11:00:00,414427000.0
2023-01-11 11:05:00,263056690.0
2023-01-11 11:10:00,314616480.0
2023-01-11 11:15:00,522212060.0
2023-01-11 11:20:00,2106520010.0
2023-01-11 11:25:00,1971470630.0
2023-01-11 11:30:00,530172550.0
2023-01-11 13:30:00,1093458910.0
2023-01-11 13:35:00,657240460.0
2023-01-11 13:40:00,427418020.0
2023-01-11 13:45:00,841569830.0
2023-01-11 13:50:00,535107380.0
2023-01-11 13:55:00,581241320.0
2023-01-11 14:00:00,274270580.0
2023-01-11 14:05:00,562514570.0
2023-01-11 14:10:00,601259580.0
2023-01-11 14:15:00,532883760.0
2023-01-11 14:20:00,467055420.0
2023-01-11 14:25:00,728418470.0
2023-01-11 14:30:00,861320930.0
2023-01-11 14:35:00,707211330.0
2023-01-11 14:40:00,864941240.0
2023-01-11 14:45:00,327592850.0
2023-01-11 14:50:00,680937640.0
2023-01-11 14:55:00,716779290.0
2023-01-11 15:00:00,267247330.0
2023-01-11 21:00:00,2734279990.0
2023-01-11 21:05:00,1353114830.0
2023-01-11 21:10:00,1053419990.0
2023-01-11 21:15:00,1091256650.0
2023-01-11 21:20:00,673941400.0
2023-01-11 21:25:00,411220380.0
2023-01-11 21:30:00,857971790.0
2023-01-11 21:35:00,940330960.0
2023-01-11 21:40:00,380844070.0
2023-01-11 21:45:00,270746070.0
2023-01-11 21:50:00,312409390.0
2023-01-11 21:55:00,456258790.0
2023-01-11 22:00:00,616326340.0
2023-01-11 22:05:00,370292040.0
2023-01-11 22:10:00,313332680.0
2023-01-11 22:15:00,386987100.0
2023-01-11 22:20:00,267449220.0
2023-01-11 22:25:00,221606920.0
2023-01-11 22:30:00,1987635940.0
2023-01-11 22:35:00,6065497210.0
2023-01-11 22:40:00,1625260670.0
2023-01-11 22:45:00,1990127200.0
2023-01-11 22:50:00,1453837320.0
2023-01-11 22:55:00,883670210.0
2023-01-11 23:00:00,409905430.0
2023-01-12 09:00:00,957282390.0
2023-01-12 09:05:00,513853260.0
2023-01-12 09:10:00,575361360.0
2023-01-12 09:15:00,966547970.0
2023-01-12 09:20:00,1317948610.0
2023-01-12 09:25:00,1150136420.0
2023-01-12 09:30:00,582425870.0
2023-01-12 09:35:00,283069560.0
2023-01-12 09:40:00,628227280.0
2023-01-12 09:45:00,459490500.0
2023-01-12 09:50:00,257016530.0
2023-01-12 09:55:00,172645590.0
2023-01-12 10:00:00,454607160.0
2023-01-12 10:05:00,489895970.0
2023-01-12 10:10:00,563606060.0
2023-01-12 10:15:00,90637930.0
2023-01-12 10:30:00,744944000.0
2023-01-12 10:35:00,443463420.0
2023-01-12 10:40:00,338230770.0
2023-01-12 10:45:00,403980330.0
2023-01-12 10:50:00,260395270.0
2023-01-12 10:55:00,429884340.0
2023-01-12 11:00:00,823623050.0
2023-01-12 11:05:00,395522970.0
2023-01-12 11:10:00,388049640.0
2023-01-12 11:15:00,382918390.0
2023-01-12 11:20:00,417392900.0
2023-01-12 11:25:00,438016060.0
2023-01-12 11:30:00,154543300.0
2023-01-12 13:30:00,2165276200.0
2023-01-12 13:35:00,984393530.0
2023-01-12 13:40:00,1300074100.0
2023-01-12 13:45:00,685619600.0
2023-01-12 13:50:00,633980870.0
2023-01-12 13:55:00,371488600.0
2023-01-12 14:00:00,401027200.0
2023-01-12 14:05:00,358197660.0
2023-01-12 14:10:00,288739540.0
2023-01-12 14:15:00,415123310.0
2023-01-12 14:20:00,449930260.0
2023-01-12 14:25:00,375129890.0
2023-01-12 14:30:00,613206230.0
2023-01-12 14:35:00,386523930.0
2023-01-12 14:40:00,311888750.0
2023-01-12 14:45:00,1009661270.0
2023-01-12 14:50:00,491346340.0
2023-01-12 14:55:00,692860110.0
2023-01-12 15:00:00,249533370.0
2023-01-12 21:00:00,1694989840.0
2023-01-12 21:05:00,1710644140.0
2023-01-12 21:10:00,1019377350.0
2023-01-12 21:15:00,456413160.0
2023-01-12 21:20:00,521478730.0
2023-01-12 21:25:00,371988380.0
2023-01-12 21:30:00,876593180.0
2023-01-12 21:35:00,836121300.0
2023-01-12 21:40:00,328834980.0
2023-01-12 21:45:00,317336150.0
2023-01-12 21:50:00,240213040.0
2023-01-12 21:55:00,397978740.0
2023-01-12 22:00:00,243080290.0
2023-01-12 22:05:00,311114190.0
2023-01-12 22:10:00,361113690.0
2023-01-12 22:15:00,374966040.0
2023-01-12 22:20:00,1675669310.0
2023-01-12 22:25:00,2425882580.0
2023-01-12 22:30:00,1394220930.0
2023-01-12 22:35:00,863762050.0
2023-01-12 22:40:00,596787690.0
2023-01-12 22:45:00,655259040.0
2023-01-12 22:50:00,757220070.0
2023-01-12 22:55:00,1182006140.0
2023-01-12 23:00:00,277694450.0
2023-01-13 09:00:00,1047814580.0
2023-01-13 09:05:00,735644400.0
2023-01-13 09:10:00,529752280.0
2023-01-13 09:15:00,647749000.0
2023-01-13 09:20:00,743523720.0
2023-01-13 09:25:00,641004290.0
2023-01-13 09:30:00,657347170.0
2023-01-13 09:35:00,414469860.0
2023-01-13 09:40:00,604041720.0
2023-01-13 09:45:00,3590640400.0
2023-01-13 09:50:00,2288044550.0
2023-01-13 09:55:00,832924180.0
2023-01-13 10:00:00,1031388080.0
2023-01-13 10:05:00,1159388930.0
2023-01-13 10:10:00,650938630.0
2023-01-13 10:15:00,70548030.0
2023-01-13 10:30:00,474950140.0
2023-01-13 10:35:00,431148290.0
2023-01-13 10:40:00,558541310.0
2023-01-13 10:45:00,398346850.0
2023-01-13 10:50:00,581915080.0
2023-01-13 10:55:00,576526470.0
2023-01-13 11:00:00,525327730.0
2023-01-13 11:05:00,467180030.0
2023-01-13 11:10:00,388194100.0
2023-01-13 11:15:00,306094290.0
2023-01-13 11:20:00,565887900.0
2023-01-13 11:25:00,361229470.0
2023-01-13 11:30:00,74281990.0
2023-01-13 13:30:00,1565836150.0
2023-01-13 13:35:00,2021601580.0
2023-01-13 13:40:00,861806410.0
2023-01-13 13:45:00,615379230.0
2023-01-13 13:50:00,667961610.0
2023-01-13 13:55:00,373338120.0
2023-01-13 14:00:00,675473510.0
2023-01-13 14:05:00,437153800.0
2023-01-13 14:10:00,201463930.0
2023-01-13 14:15:00,348497130.0
2023-01-13 14:20:00,301100190.0
2023-01-13 14:25:00,203795070.0
2023-01-13 14:30:00,262977800.0
2023-01-13 14:35:00,365904430.0
2023-01-13 14:40:00,440666180.0
2023-01-13 14:45:00,579725570.0
2023-01-13 14:50:00,807076950.0
2023-01-13 14:55:00,736621490.0
2023-01-13 15:00:00,390749680.0
2023-01-13 21:00:00,7445907230.0
2023-01-13 21:05:00,2523394380.0
2023-01-13 21:10:00,1998383970.0
2023-01-13 21:15:00,1487235750.0
2023-01-13 21:20:00,1072897370.0
2023-01-13 21:25:00,1008437310.0
2023-01-13 21:30:00,848412010.0
2023-01-13 21:35:00,947968890.0
2023-01-13 21:40:00,513040350.0
2023-01-13 21:45:00,466403800.0
2023-01-13 21:50:00,481574780.0
2023-01-13 21:55:00,515654960.0
2023-01-13 22:00:00,253645750.0
2023-01-13 22:05:00,187466420.0
2023-01-13 22:10:00,328333430.0
2023-01-13 22:15:00,581261640.0
2023-01-13 22:20:00,255677900.0
2023-01-13 22:25:00,182494380.0
2023-01-13 22:30:00,329089740.0
2023-01-13 22:35:00,209395440.0
2023-01-13 22:40:00,182818370.0
2023-01-13 22:45:00,308475570.0
2023-01-13 22:50:00,400092610.0
2023-01-13 22:55:00,568144610.0
2023-01-13 23:00:00,305826310.0
2023-01-16 09:00:00,6532768660.0
2023-01-16 09:05:00,3310695970.0
2023-01-16 09:10:00,1721303400.0
2023-01-16 09:15:00,1751401880.0
2023-01-16 09:20:00,766524270.0
2023-01-16 09:25:00,778007360.0
2023-01-16 09:30:00,520031320.0
2023-01-16 09:35:00,503557430.0
2023-01-16 09:40:00,457300810.0
2023-01-16 09:45:00,501409940.0
2023-01-16 09:50:00,336750140.0
2023-01-16 09:55:00,397171420.0
2023-01-16 10:00:00,947640370.0
2023-01-16 10:05:00,372963390.0
2023-01-16 10:10:00,341180580.0
2023-01-16 10:15:00,61518330.0
2023-01-16 10:30:00,272481740.0
2023-01-16 10:35:00,452928470.0
2023-01-16 10:40:00,347367250.0
2023-01-16 10:45:00,432910470.0
2023-01-16 10:50:00,557856630.0
2023-01-16 10:55:00,626262150.0
2023-01-16 11:00:00,730552780.0
2023-01-16 11:05:00,368101770.0
2023-01-16 11:10:00,1068225340.0
2023-01-16 11:15:00,1299292380.0
2023-01-16 11:20:00,988758230.0
2023-01-16 11:25:00,344460760.0
2023-01-16 11:30:00,66389800.0
2023-01-16 13:30:00,711129320.0
2023-01-16 13:35:00,439839110.0
2023-01-16 13:40:00,419650680.0
2023-01-16 13:45:00,444673640.0
2023-01-16 13:50:00,502901730.0
2023-01-16 13:55:00,417890470.0
2023-01-16 14:00:00,513904420.0
2023-01-16 14:05:00,353456620.0
2023-01-16 14:10:00,462898170.0
2023-01-16 14:15:00,360938570.0
2023-01-16 14:20:00,359290020.0
2023-01-16 14:25:00,677985150.0
2023-01-16 14:30:00,354387090.0
2023-01-16 14:35:00,351718290.0
2023-01-16 14:40:00,573029250.0
2023-01-16 14:45:00,498355220.0
2023-01-16 14:50:00,510115300.0
2023-01-16 14:55:00,794770170.0
2023-01-16 15:00:00,280436980.0
2023-01-16 21:00:00,2967213660.0
2023-01-16 21:05:00,2075355970.0
2023-01-16 21:10:00,712314270.0
2023-01-16 21:15:00,873793360.0
2023-01-16 21:20:00,1055142370.0
2023-01-16 21:25:00,719558710.0
2023-01-16 21:30:00,738526880.0
2023-01-16 21:35:00,479972570.0
2023-01-16 21:40:00,291418140.0
2023-01-16 21:45:00,329066550.0
2023-01-16 21:50:00,336107210.0
2023-01-16 21:55:00,157583720.0
2023-01-16 22:00:00,485936000.0
2023-01-16 22:05:00,259702610.0
2023-01-16 22:10:00,180436720.0
2023-01-16 22:15:00,378768760.0
2023-01-16 22:20:00,433331300.0
2023-01-16 22:25:00,286317180.0
2023-01-16 22:30:00,228314580.0
2023-01-16 22:35:00,186922550.0
2023-01-16 22:40:00,363544220.0
2023-01-16 22:45:00,344974740.0
2023-01-16 22:50:00,492028790.0
