trial_number,score,pivot_len,msb_zscore,atr_period,atr_multiplier,tp1_multiplier,tp2_multiplier,tp3_multiplier,total_trades,win_rate,avg_win,avg_loss,profit_loss_ratio,cumulative_return,max_drawdown,sharpe_ratio
78,7.935321187669885,6,0.49817598462805923,12,1.8067392311304353,0.9436978578108395,0.9910731017695309,1.5613916350022623,165,83.03030303030303,0.003423860426545493,-0.0065316596911956905,0.5241945521382052,0.35317531266156954,0.030429001911035113,2.2071237119440386
79,8.263035921344796,6,0.4011241893488089,14,1.6940605999266451,0.9988038946196964,1.0530145262469923,1.7328099879226835,168,83.33333333333334,0.003412759789430321,-0.006429514645230421,0.5307958652776371,0.3684260866172222,0.03042900191103476,2.273986142964323
80,6.6433832305697,7,0.40055836333032946,14,1.7080549867676202,0.998088098377255,1.0428037823959995,2.4556223113525055,151,82.11920529801324,0.003264281253582943,-0.006092347609208318,0.5358002305464521,0.29126759747682995,0.030970225320698447,2.0123706293817327
81,8.554488695918018,6,0.34980950326494664,13,1.9158549878684492,0.9646990106985837,1.0878687286178241,1.64951775519295,169,84.61538461538461,0.0033895709705230306,-0.006231714114574091,0.5439227326869587,0.38206676901915926,0.03042900191103497,2.3186140748668294
82,8.524138222018845,6,0.3562860980735661,14,1.9242567467641785,0.961599064910422,1.0231923545354318,1.7197694012017841,169,84.61538461538461,0.0033895709705230306,-0.006274371226047787,0.540224804750374,0.38072511950289933,0.030429001911035352,2.311819700202361
83,8.490811309270809,6,0.3287998919352749,14,1.9155502191069318,0.909631242599411,1.0209943071756296,1.7409630148359088,169,85.20710059171599,0.003358590236603549,-0.00654740328391856,0.5129652307889402,0.3796342716382919,0.030429001911035224,2.3097992806313163
84,8.549169822260046,6,0.3426879856187904,13,1.919878238604736,0.9088274962741296,1.0223065248087426,1.8886198433794323,169,85.20710059171599,0.0033650561997734234,-0.006502807212832423,0.5174774662138121,0.3822582950643887,0.030429001911035224,2.3233764482891526
85,8.518881658919078,6,0.3380723610686663,14,1.9120145440742216,0.9085241714780969,1.001904594660471,1.807123756915491,169,85.20710059171599,0.0033650561997734234,-0.00654740328391856,0.5139527922525445,0.38091645962308673,0.030429001911034655,2.3165711651877494
86,8.303831094388268,6,0.32759619923487254,14,1.9182870206444387,0.8777199167516666,0.9940124770480592,1.7991702331797168,170,84.70588235294117,0.0033191970285611134,-0.006302631039440857,0.5266367343717424,0.3705851251966865,0.030429001911034932,2.2715796556861343
87,6.522478381925495,10,0.33276917373895315,14,1.868900475444214,0.847782150370696,1.009897301016133,1.8805212048926712,116,86.20689655172413,0.002790964159271537,-0.0027600615199104154,1.0111963588993207,0.26929011494627053,0.030429001911035126,2.4406584648011833
88,4.558638088157889,5,0.3560322012257121,14,1.9163892816887849,0.8738041221109155,0.9357191084162678,1.844310477616323,184,80.43478260869566,0.0032499246418332523,-0.007014493852852881,0.46331563046583435,0.2899121568360248,0.06078936262513342,1.762569123443376
89,8.657958966795103,6,0.2998634006839801,14,1.9112546704424966,0.903760919346071,0.9763235216183017,1.8106941446473017,170,85.29411764705883,0.0033741201458353325,-0.00654740328391856,0.5153371496334579,0.3873870169875844,0.030429001911034714,2.3469458906334415
90,7.565931582311613,7,0.3076172900120958,14,1.8943242528669433,0.9117368067986973,0.9669499642529636,1.8070448027958719,154,85.71428571428571,0.0031440325852780428,-0.005754022918876853,0.5464059892711962,0.3340139415569261,0.030429001911034894,2.223634518215377
91,8.479109719414742,6,0.2798828609714085,14,1.9172005062942465,0.8777085464025977,0.9931281206399611,1.7676293465646218,172,84.88372093023256,0.0033145621958151476,-0.006302631039440857,0.5259013537478471,0.37877311977010386,0.030429001911035,2.310955941711753
92,8.386734428980024,6,0.27048568324643396,15,1.925633373641959,0.8709128315633662,0.9953497461650569,1.7659838237904022,173,83.23699421965318,0.0032925679862568316,-0.0061236369923486755,0.5376817715306784,0.3739722806895327,0.03042900191103524,2.3073870219236636
93,8.707470649226687,6,0.26388261809246166,15,1.9862395589422286,0.8614253737061845,0.9911978424031496,1.7736057586258502,173,83.8150289017341,0.0032410729088251555,-0.005783086254864546,0.5604400083258086,0.38790653755047333,0.030429001911035126,2.417212982956324
94,8.522643279179928,6,0.27655560571661536,15,1.9995698521541458,0.8359776014364608,0.9225032308846072,1.7216171568697274,173,83.8150289017341,0.0031983310350571087,-0.005783086254864546,0.5530491668469886,0.37934861340223125,0.03369251075476919,2.3815044813216932
95,8.530939873973054,6,0.26863937498291485,15,1.9803537559452884,0.8380120530432172,0.8982560071275005,1.7668764318740462,173,83.8150289017341,0.0032002199399811426,-0.005783086254864546,0.5533757926036847,0.37972776296387134,0.033692510754768465,2.3834476588471807
96,7.227679522512953,6,0.23944585988647904,15,1.9861734881260047,0.7913258780583032,0.8966927446331641,1.7189453798545384,176,83.52272727272727,0.002982439874025722,-0.006267468570077519,0.4758603638260979,0.32095186811360144,0.03369251075476893,2.0609933823682836
97,7.7455983510195345,6,0.2822686656718726,16,1.9919823392839966,0.8083688481986124,0.887043242816152,1.7362864032661103,174,83.9080459770115,0.0029969050103267753,-0.005783086254864546,0.5182189713677321,0.3436430885502355,0.03369251075476751,2.2181633048924354
98,7.975160616467229,6,0.240599506039474,15,1.9289484096228866,0.835914741536079,0.9359048005274475,1.8960629016443555,174,83.33333333333334,0.0032002199399811426,-0.006267468570077519,0.5106080555808133,0.35524431587761307,0.0336925107547693,2.2201035889421403
99,4.135289819875144,5,0.36146634194074717,15,1.9828387051094527,0.7745610697781007,0.9544389625754508,2.0045569500045586,185,81.08108108108108,0.002942581021516537,-0.006681670350931667,0.44039601880482393,0.2615380118733057,0.06529427301491712,1.6687941351595876
