,vwap
2023-01-06 10:00:00,40568.39949190219
2023-01-06 10:05:00,40632.08105895197
2023-01-06 10:10:00,40666.54905172957
2023-01-06 10:15:00,40694.025459688826
2023-01-06 10:30:00,40739.83314479638
2023-01-06 10:35:00,40805.50409553701
2023-01-06 10:40:00,40798.09250711055
2023-01-06 10:45:00,40874.50143109689
2023-01-06 10:50:00,40920.46660411158
2023-01-06 10:55:00,40904.3228624922
2023-01-06 11:00:00,40973.56366459627
2023-01-06 11:05:00,40971.31695412996
2023-01-06 11:10:00,40954.77578112352
2023-01-06 11:15:00,41007.222706189816
2023-01-06 11:20:00,41066.800769282374
2023-01-06 11:25:00,41097.279169745416
2023-01-06 11:30:00,41140.27619367103
2023-01-06 13:30:00,41005.96390908903
2023-01-06 13:35:00,40995.23091376582
2023-01-06 13:40:00,41068.641561619064
2023-01-06 13:45:00,41071.45156266224
2023-01-06 13:50:00,41048.007878950666
2023-01-06 13:55:00,41005.0031644029
2023-01-06 14:00:00,40971.763197586726
2023-01-06 14:05:00,40977.80715693129
2023-01-06 14:10:00,41028.00875273523
2023-01-06 14:15:00,41026.66201346691
2023-01-06 14:20:00,40975.51971621845
2023-01-06 14:25:00,40961.5305437458
2023-01-06 14:30:00,41027.734854550305
2023-01-06 14:35:00,41066.06803026897
2023-01-06 14:40:00,41107.99876942009
2023-01-06 14:45:00,41159.1870270991
2023-01-06 14:50:00,41164.09686797213
2023-01-06 14:55:00,41067.050554782545
2023-01-06 15:00:00,41040.98640386896
2023-01-06 21:00:00,40923.99039893161
2023-01-06 21:05:00,41041.491078935076
2023-01-06 21:10:00,41118.243456981705
2023-01-06 21:15:00,41114.44620785841
2023-01-06 21:20:00,41070.815775876916
2023-01-06 21:25:00,40965.28784168004
2023-01-06 21:30:00,40979.1553290312
2023-01-06 21:35:00,41028.24485733245
2023-01-06 21:40:00,41058.58130424764
2023-01-06 21:45:00,41117.56612731324
2023-01-06 21:50:00,41234.941442518066
2023-01-06 21:55:00,41287.900315162835
2023-01-06 22:00:00,41302.21850387046
2023-01-06 22:05:00,41337.50254074604
2023-01-06 22:10:00,41349.6211172718
2023-01-06 22:15:00,41325.010160805796
2023-01-06 22:20:00,41315.35411592791
2023-01-06 22:25:00,41249.01896564857
2023-01-06 22:30:00,41241.73417196572
2023-01-06 22:35:00,41209.49000433249
2023-01-06 22:40:00,40989.514193449846
2023-01-06 22:45:00,40856.061744408005
2023-01-06 22:50:00,40897.715047308004
2023-01-06 22:55:00,40940.10652129285
2023-01-06 23:00:00,40834.19706966815
2023-01-09 09:00:00,40998.61851257357
2023-01-09 09:05:00,41004.04958677686
2023-01-09 09:10:00,40953.295009411406
2023-01-09 09:15:00,40922.51556042424
2023-01-09 09:20:00,41015.171870464816
2023-01-09 09:25:00,41032.0
2023-01-09 09:30:00,40928.252597921666
2023-01-09 09:35:00,40965.97196353299
2023-01-09 09:40:00,40918.95681238455
2023-01-09 09:45:00,40953.5435359535
2023-01-09 09:50:00,40958.545615874806
2023-01-09 09:55:00,40960.72068500753
2023-01-09 10:00:00,41003.289056603775
2023-01-09 10:05:00,41018.583382750214
2023-01-09 10:10:00,40978.80798969072
2023-01-09 10:15:00,40974.933135215455
2023-01-09 10:30:00,40954.32296431839
2023-01-09 10:35:00,41015.00797298565
2023-01-09 10:40:00,40976.80248306998
2023-01-09 10:45:00,40938.595494005785
2023-01-09 10:50:00,40906.60461609835
2023-01-09 10:55:00,40940.393868103514
2023-01-09 11:00:00,40880.060170394034
2023-01-09 11:05:00,40856.302124833994
2023-01-09 11:10:00,40842.71194843827
2023-01-09 11:15:00,40830.19327456742
2023-01-09 11:20:00,40778.53259480187
2023-01-09 11:25:00,40802.289958023895
2023-01-09 11:30:00,40889.214023541324
2023-01-09 13:30:00,40919.305039787796
2023-01-09 13:35:00,40952.98403299144
2023-01-09 13:40:00,40920.92425098926
2023-01-09 13:45:00,40962.989251132625
2023-01-09 13:50:00,40983.678024640445
2023-01-09 13:55:00,40931.184423388026
2023-01-09 14:00:00,40899.92356327263
2023-01-09 14:05:00,40922.160915613254
2023-01-09 14:10:00,40901.50634085988
2023-01-09 14:15:00,40899.81388134936
2023-01-09 14:20:00,40881.8952562521
2023-01-09 14:25:00,40862.258910661934
2023-01-09 14:30:00,40867.27289461574
2023-01-09 14:35:00,40895.02535101404
2023-01-09 14:40:00,40855.29842012873
2023-01-09 14:45:00,40878.74745089621
2023-01-09 14:50:00,40921.978551892906
2023-01-09 14:55:00,40881.97431687581
2023-01-09 15:00:00,40915.318559556785
2023-01-09 21:00:00,41065.89006819182
2023-01-09 21:05:00,41007.40067003644
2023-01-09 21:10:00,41025.50476281653
2023-01-09 21:15:00,41078.111479913016
2023-01-09 21:20:00,41113.1719353105
2023-01-09 21:25:00,41109.56639261178
2023-01-09 21:30:00,41068.57797708022
2023-01-09 21:35:00,41043.56177122827
2023-01-09 21:40:00,40999.974246716454
2023-01-09 21:45:00,40967.985246657445
2023-01-09 21:50:00,41004.750947232234
2023-01-09 21:55:00,40988.11013767209
2023-01-09 22:00:00,41018.55261701892
2023-01-09 22:05:00,41033.93500643501
2023-01-09 22:10:00,41021.81338301506
2023-01-09 22:15:00,41026.59531385594
2023-01-09 22:20:00,41004.69659479203
2023-01-09 22:25:00,40985.54007514089
2023-01-09 22:30:00,40993.59095323991
2023-01-09 22:35:00,40991.89934438874
2023-01-09 22:40:00,40995.62090813094
2023-01-09 22:45:00,41008.92535971223
2023-01-09 22:50:00,40998.80254154448
2023-01-09 22:55:00,41051.37403682136
2023-01-09 23:00:00,41069.795967354774
2023-01-10 09:00:00,41006.098827072434
2023-01-10 09:05:00,40934.97174327778
2023-01-10 09:10:00,40998.51023929188
2023-01-10 09:15:00,41003.5254322225
2023-01-10 09:20:00,40959.40472473723
2023-01-10 09:25:00,40950.02142761484
2023-01-10 09:30:00,40935.02694016448
2023-01-10 09:35:00,40899.7678316469
2023-01-10 09:40:00,40922.10586298595
2023-01-10 09:45:00,40961.13200156678
2023-01-10 09:50:00,40954.97922725384
2023-01-10 09:55:00,40979.885338633234
2023-01-10 10:00:00,40994.07848576324
2023-01-10 10:05:00,40972.44145766939
2023-01-10 10:10:00,40960.561609388096
2023-01-10 10:15:00,40973.577106518285
2023-01-10 10:30:00,40925.90857496647
2023-01-10 10:35:00,40921.64455275747
2023-01-10 10:40:00,40949.9907063197
2023-01-10 10:45:00,40936.68587281263
2023-01-10 10:50:00,40970.76306753148
2023-01-10 10:55:00,41043.267432156325
2023-01-10 11:00:00,41097.133884431474
2023-01-10 11:05:00,41123.74199451052
2023-01-10 11:10:00,41197.50288199539
2023-01-10 11:15:00,41205.9496124031
2023-01-10 11:20:00,41164.728966685485
2023-01-10 11:25:00,41180.23644811564
2023-01-10 11:30:00,41140.906486597094
2023-01-10 13:30:00,41147.99189736664
2023-01-10 13:35:00,41189.85927385308
2023-01-10 13:40:00,41249.786184968434
2023-01-10 13:45:00,41229.27817907811
2023-01-10 13:50:00,41125.47416491732
2023-01-10 13:55:00,41092.81400248501
2023-01-10 14:00:00,41106.6026387272
2023-01-10 14:05:00,41143.96749131057
2023-01-10 14:10:00,41147.83712239178
2023-01-10 14:15:00,41172.96937540724
2023-01-10 14:20:00,41220.33666889037
2023-01-10 14:25:00,41275.692895339955
2023-01-10 14:30:00,41294.117385504665
2023-01-10 14:35:00,41299.05598335068
2023-01-10 14:40:00,41334.653929503336
2023-01-10 14:45:00,41321.13883351553
2023-01-10 14:50:00,41312.25130890052
2023-01-10 14:55:00,41272.155366825005
2023-01-10 15:00:00,41239.01450353291
2023-01-10 21:00:00,41168.81943914779
2023-01-10 21:05:00,41139.76011157601
2023-01-10 21:10:00,41188.359179589796
2023-01-10 21:15:00,41139.65403235329
2023-01-10 21:20:00,41070.547010341754
2023-01-10 21:25:00,41057.87318287233
2023-01-10 21:30:00,41076.27515365833
2023-01-10 21:35:00,41093.31825606232
2023-01-10 21:40:00,41109.17382562603
2023-01-10 21:45:00,41113.888
2023-01-10 21:50:00,41077.46675263964
2023-01-10 21:55:00,41077.20895201205
2023-01-10 22:00:00,41067.18222377745
2023-01-10 22:05:00,41139.996011875744
2023-01-10 22:10:00,41136.52093105584
2023-01-10 22:15:00,41097.161625838235
2023-01-10 22:20:00,41109.906093906095
2023-01-10 22:25:00,41109.816605535176
2023-01-10 22:30:00,41077.81141782923
2023-01-10 22:35:00,41116.07366428884
2023-01-10 22:40:00,41126.441563467495
2023-01-10 22:45:00,41152.30067114094
2023-01-10 22:50:00,41150.68765980352
2023-01-10 22:55:00,41174.04891304348
2023-01-10 23:00:00,41144.69987750102
2023-01-11 09:00:00,41151.588650538004
2023-01-11 09:05:00,41238.58809721072
2023-01-11 09:10:00,41275.713153724246
2023-01-11 09:15:00,41275.934587504315
2023-01-11 09:20:00,41384.526404666874
2023-01-11 09:25:00,41380.05319148936
2023-01-11 09:30:00,41367.99491015655
2023-01-11 09:35:00,41379.897036952294
2023-01-11 09:40:00,41401.055342107415
2023-01-11 09:45:00,41410.03546956872
2023-01-11 09:50:00,41393.68373254626
2023-01-11 09:55:00,41378.8943229766
2023-01-11 10:00:00,41431.486114055544
2023-01-11 10:05:00,41377.80711017247
2023-01-11 10:10:00,41391.52391304348
2023-01-11 10:15:00,41409.01256732496
2023-01-11 10:30:00,41413.16124164691
2023-01-11 10:35:00,41403.11598451976
2023-01-11 10:40:00,41358.60255897641
2023-01-11 10:45:00,41341.67705208093
2023-01-11 10:50:00,41376.80553295362
2023-01-11 10:55:00,41426.307783631375
2023-01-11 11:00:00,41421.98900549725
2023-01-11 11:05:00,41413.206863979845
2023-01-11 11:10:00,41396.905263157896
2023-01-11 11:15:00,41396.120491478396
2023-01-11 11:20:00,41488.163430102024
2023-01-11 11:25:00,41565.899852414084
2023-01-11 11:30:00,41611.53363158308
2023-01-11 13:30:00,41582.708777000305
2023-01-11 13:35:00,41600.13038799924
2023-01-11 13:40:00,41585.71901148083
2023-01-11 13:45:00,41542.5920623951
2023-01-11 13:50:00,41539.15385809657
2023-01-11 13:55:00,41523.16902414631
2023-01-11 14:00:00,41549.85305256779
2023-01-11 14:05:00,41578.42930002217
2023-01-11 14:10:00,41529.18773311231
2023-01-11 14:15:00,41579.56928838951
2023-01-11 14:20:00,41608.50066815145
2023-01-11 14:25:00,41631.04932274104
2023-01-11 14:30:00,41658.00590056104
2023-01-11 14:35:00,41688.94895071917
2023-01-11 14:40:00,41675.881275898624
2023-01-11 14:45:00,41662.577896477174
2023-01-11 14:50:00,41662.851199216835
2023-01-11 14:55:00,41615.146888063166
2023-01-11 15:00:00,41614.34599813142
2023-01-11 21:00:00,41495.12838801712
2023-01-11 21:05:00,41474.784061302686
2023-01-11 21:10:00,41483.0270930141
2023-01-11 21:15:00,41533.70822866712
2023-01-11 21:20:00,41486.08187134503
2023-01-11 21:25:00,41474.57186081694
2023-01-11 21:30:00,41433.901096247646
2023-01-11 21:35:00,41415.149086104386
2023-01-11 21:40:00,41459.18462878293
2023-01-11 21:45:00,41442.83943058319
2023-01-11 21:50:00,41433.606100795754
2023-01-11 21:55:00,41440.3987284287
2023-01-11 22:00:00,41403.08612118769
2023-01-11 22:05:00,41405.79671251258
2023-01-11 22:10:00,41407.7811550152
2023-01-11 22:15:00,41428.8727117011
2023-01-11 22:20:00,41407.21783557826
2023-01-11 22:25:00,41406.37518684604
2023-01-11 22:30:00,41301.526025974024
2023-01-11 22:35:00,41064.941674283196
2023-01-11 22:40:00,41105.2548117049
2023-01-11 22:45:00,41103.044322359456
2023-01-11 22:50:00,41065.37073129396
2023-01-11 22:55:00,41144.955533826884
2023-01-11 23:00:00,41080.92102625777
2023-01-12 09:00:00,41118.611313946996
2023-01-12 09:05:00,41108.2608
2023-01-12 09:10:00,41141.31998569897
2023-01-12 09:15:00,41187.53867132569
2023-01-12 09:20:00,41258.09573002755
2023-01-12 09:25:00,41248.66119140695
2023-01-12 09:30:00,41204.51857092324
2023-01-12 09:35:00,41233.73051711581
2023-01-12 09:40:00,41168.23591087811
2023-01-12 09:45:00,41172.98387096774
2023-01-12 09:50:00,41201.75216415518
2023-01-12 09:55:00,41184.53959923664
2023-01-12 10:00:00,41200.57640021751
2023-01-12 10:05:00,41150.43847123058
2023-01-12 10:10:00,41118.119209163204
2023-01-12 10:15:00,41124.287658802175
2023-01-12 10:30:00,41204.93390121135
2023-01-12 10:35:00,41240.90207383986
2023-01-12 10:40:00,41217.495734828175
2023-01-12 10:45:00,41167.87221033323
2023-01-12 10:50:00,41182.23469871896
2023-01-12 10:55:00,41133.32121328102
2023-01-12 11:00:00,41096.90384711342
2023-01-12 11:05:00,41127.47946345014
2023-01-12 11:10:00,41089.542566709024
2023-01-12 11:15:00,41120.96112542955
2023-01-12 11:20:00,41126.50507439156
2023-01-12 11:25:00,41163.054224227046
2023-01-12 11:30:00,41189.578891257996
2023-01-12 13:30:00,41304.72320781351
2023-01-12 13:35:00,41355.85976557577
2023-01-12 13:40:00,41407.58989712393
2023-01-12 13:45:00,41437.181191828844
2023-01-12 13:50:00,41396.07378387202
2023-01-12 13:55:00,41368.440979955456
2023-01-12 14:00:00,41355.800763122614
2023-01-12 14:05:00,41376.650109737784
2023-01-12 14:10:00,41384.48330227892
2023-01-12 14:15:00,41417.07173500948
2023-01-12 14:20:00,41422.41392008838
2023-01-12 14:25:00,41437.08052579255
2023-01-12 14:30:00,41449.65729349737
2023-01-12 14:35:00,41423.63412281642
2023-01-12 14:40:00,41397.49800902575
2023-01-12 14:45:00,41333.82200024563
2023-01-12 14:50:00,41324.33473507149
2023-01-12 14:55:00,41384.54844104647
2023-01-12 15:00:00,41381.985074626864
2023-01-12 21:00:00,41395.7368241098
2023-01-12 21:05:00,41506.3847236376
2023-01-12 21:10:00,41461.699747823965
2023-01-12 21:15:00,41446.890664729384
2023-01-12 21:20:00,41420.073868149324
2023-01-12 21:25:00,41451.7918431023
2023-01-12 21:30:00,41473.93925056775
2023-01-12 21:35:00,41509.27369309437
2023-01-12 21:40:00,41472.440408626564
2023-01-12 21:45:00,41476.42791791922
2023-01-12 21:50:00,41480.407528924196
2023-01-12 21:55:00,41495.02033156084
2023-01-12 22:00:00,41488.35808158389
2023-01-12 22:05:00,41465.30587764894
2023-01-12 22:10:00,41440.634610970854
2023-01-12 22:15:00,41455.61525704809
2023-01-12 22:20:00,41338.82595288023
2023-01-12 22:25:00,41232.66444572866
2023-01-12 22:30:00,41221.090086627446
2023-01-12 22:35:00,41194.29845478825
2023-01-12 22:40:00,41189.01856580855
2023-01-12 22:45:00,41182.76915341587
2023-01-12 22:50:00,41175.6427406199
2023-01-12 22:55:00,41258.19889001361
2023-01-12 23:00:00,41286.71573000297
2023-01-13 09:00:00,41332.27801664628
2023-01-13 09:05:00,41360.86809850444
2023-01-13 09:10:00,41361.04622111181
2023-01-13 09:15:00,41392.3573391271
2023-01-13 09:20:00,41445.023411371236
2023-01-13 09:25:00,41472.84484989648
2023-01-13 09:30:00,41470.391142514665
2023-01-13 09:35:00,41438.698260347934
2023-01-13 09:40:00,41486.381868131866
2023-01-13 09:45:00,41652.344991589816
2023-01-13 09:50:00,41674.30832559241
2023-01-13 09:55:00,41681.63839263374
2023-01-13 10:00:00,41672.245656565654
2023-01-13 10:05:00,41577.5122825892
2023-01-13 10:10:00,41633.42692676687
2023-01-13 10:15:00,41645.82644628099
2023-01-13 10:30:00,41647.6797614872
2023-01-13 10:35:00,41676.973417109715
2023-01-13 10:40:00,41672.857569200925
2023-01-13 10:45:00,41676.799539652646
2023-01-13 10:50:00,41708.362958715596
2023-01-13 10:55:00,41725.87898965043
2023-01-13 11:00:00,41725.792692613184
2023-01-13 11:05:00,41686.448648166326
2023-01-13 11:10:00,41669.61142121082
2023-01-13 11:15:00,41685.18180580145
2023-01-13 11:20:00,41627.76960423716
2023-01-13 11:25:00,41635.485246657445
2023-01-13 11:30:00,41661.23948401571
2023-01-13 13:30:00,41743.38594012423
2023-01-13 13:35:00,41810.09224023825
2023-01-13 13:40:00,41839.324691717644
2023-01-13 13:45:00,41799.97486754517
2023-01-13 13:50:00,41799.85043804756
2023-01-13 13:55:00,41788.462055070515
2023-01-13 14:00:00,41760.340649149926
2023-01-13 14:05:00,41788.91119395851
2023-01-13 14:10:00,41780.159684778104
2023-01-13 14:15:00,41796.24970016791
2023-01-13 14:20:00,41796.25069405886
2023-01-13 14:25:00,41795.54347826087
2023-01-13 14:30:00,41795.581691036234
2023-01-13 14:35:00,41788.99383280036
2023-01-13 14:40:00,41820.8389484673
2023-01-13 14:45:00,41782.02306306306
2023-01-13 14:50:00,41746.07924274557
2023-01-13 14:55:00,41744.38909667914
2023-01-13 15:00:00,41728.92780862879
2023-01-13 21:00:00,41312.215884817044
2023-01-13 21:05:00,41254.17921428221
2023-01-13 21:10:00,41273.5753232269
2023-01-13 21:15:00,41263.96287664391
2023-01-13 21:20:00,41311.36151861692
2023-01-13 21:25:00,41356.51697834646
2023-01-13 21:30:00,41347.62951410888
2023-01-13 21:35:00,41415.91550526454
2023-01-13 21:40:00,41414.30012915725
2023-01-13 21:45:00,41402.91167332446
2023-01-13 21:50:00,41411.53839539083
2023-01-13 21:55:00,41381.507102158736
2023-01-13 22:00:00,41377.773246329525
2023-01-13 22:05:00,41374.18229971309
2023-01-13 22:10:00,41362.23607961703
2023-01-13 22:15:00,41350.33364160205
2023-01-13 22:20:00,41385.22175461314
2023-01-13 22:25:00,41381.945578231294
2023-01-13 22:30:00,41363.717948717946
2023-01-13 22:35:00,41374.32128037937
2023-01-13 22:40:00,41370.98212265218
2023-01-13 22:45:00,41383.89723638315
2023-01-13 22:50:00,41370.345362423745
2023-01-13 22:55:00,41391.85560250619
2023-01-13 23:00:00,41411.82261340555
2023-01-16 09:00:00,41072.12969017201
2023-01-16 09:05:00,40945.58189868408
2023-01-16 09:10:00,41026.3943178568
2023-01-16 09:15:00,41050.085081448495
2023-01-16 09:20:00,41089.48110426159
2023-01-16 09:25:00,41125.24368326461
2023-01-16 09:30:00,41128.70294210693
2023-01-16 09:35:00,41140.31290849673
2023-01-16 09:40:00,41120.47567664778
