,close
16821,0.027827176162427088
16822,0.03089284270008862
16823,0.03374398172270009
16824,0.03482826392557505
16825,0.02800418560590852
16826,0.02448290615536252
16827,0.020067121973912395
16828,0.018720467855900536
16829,0.02548102993161098
16830,0.026079641301621655
16831,0.02418394915917044
16832,0.026925021952560593
16833,0.027682596417162312
16834,0.019100611054474973
16835,0.018697915763450642
16836,0.014225431632605421
16837,0.008704710301558857
16838,0.007598463652503849
16839,0.012844763544468311
16840,0.004522487707229961
16841,0.005535231000256293
16842,0.00024295285024223645
16843,0.003314478614262628
16844,0.0012191457802869195
16845,0.002044043114675239
16846,0.011255441214427276
16847,0.004360585925583953
16848,0.0062949755383398765
16849,0.002676469466023252
16850,0.008390065780641632
16851,0.00870864915493309
16852,0.0067535178416550145
16853,0.008437714853691323
16854,0.011956923282386433
16855,0.0189792010143387
16856,0.018049386474365214
16857,0.02581261016737313
16858,0.02430243434318891
16859,0.024900689975261577
16860,0.02361950927422578
16861,0.03971214399040144
16862,0.04137255602971495
16863,0.036594531665564305
16864,0.03528992372332998
16865,0.03532422158044905
16866,0.02422213762290605
16867,0.026136794697900735
16868,0.017584394184293212
16869,0.015383447819488628
16870,0.011633578901762543
16871,0.01504217579617399
16872,0.017859441671320284
16873,0.011252547894240884
16874,0.01378098070552018
16875,0.0029788093433022237
16876,0.00389454281159295
16877,0.0055672583103779745
16878,0.007554742446475236
16879,-0.0020361470541722525
16880,-0.0037101454175816626
16881,-0.01813526242681188
16882,-0.025309360322771396
16883,-0.03645425554658796
16884,-0.03261200287319025
16885,-0.028939644994687194
16886,-0.022624569395257
16887,-0.017418079942912935
16888,-0.012472942244163534
16889,-0.013114141112367802
16890,-0.018472188123644182
16891,-0.02590310379436495
16892,-0.02110307823808024
16893,-0.018810693656822506
16894,-0.01596164837089152
16895,-0.009378173875843146
16896,-0.009186390463890795
16897,0.011587218108380851
16898,0.0131671732446133
16899,0.022155203149915256
16900,0.02281467541332466
16901,0.02152970728630523
16902,0.025102215034431805
16903,0.03420470496173461
16904,0.03372757820810321
16905,0.035043134969445555
16906,0.03136843997078
16907,0.032346775238406546
16908,0.031112627049197837
16909,0.026345317937429485
16910,0.028071860737107452
16911,0.030288514509220623
16912,0.02667944134525151
16913,0.030005650923073453
16914,0.024906510967544822
16915,0.024531845489323686
16916,0.029386597570491692
16917,0.005299374194295728
16918,-0.0027894025936091673
16919,-0.008613539339791774
16920,-0.005424014235082188
16921,0.0009710484622572905
16922,0.0007871592256518418
16923,0.004499132323624228
16924,0.005040525162871639
16925,0.0034849750017178906
16926,0.004952129553278605
16927,-0.002100663250131663
16928,-0.007278096389682897
16929,0.002635784500734332
16930,0.006176197424647358
16931,-0.005343664194651038
16932,-0.007751694100920146
16933,-0.008935074236862493
16934,-0.011435711647687518
16935,-0.013379172889485449
16936,-0.00905776156036827
16937,-0.0063113291150236756
16938,0.0010880100255028038
16939,0.008715972439698776
16940,0.006207597749334083
16941,0.0025064196389062124
16942,0.0028448614170455246
16943,-0.003257383860945181
16944,-0.009965293602831262
16945,-0.011301982583347095
16946,-0.004626770013834428
16947,-0.005131836365228981
16948,0.0011176471944288292
16949,-0.001513223294882105
16950,-0.006433182705209161
16951,0.002317234555374421
16952,0.005609997163189783
16953,0.00526244360241985
16954,0.0041763154414370725
16955,0.003949297555229906
16956,0.00678512882101808
16957,0.010151855233536724
16958,-0.005644437822346767
16959,-0.009019720652074287
16960,0.005030974989980334
16961,0.007084526544355991
16962,0.008984278549983129
16963,0.017323496071292036
16964,0.021099716219449918
16965,0.02413045709388901
16966,0.018405566346036132
16967,0.029420489625207685
16968,0.031127092437791076
16969,0.02991360010156346
16970,0.03404314206047195
16971,0.04143089602585459
16972,0.036574034246043344
16973,0.03656777788110981
16974,0.040678861852556904
16975,0.05173454866918829
16976,0.03845716889592659
16977,0.033423528878373986
16978,0.04724526118968646
16979,0.05079730038629539
16980,0.03757632042505821
16981,0.03986042867630281
16982,0.03457019883483494
16983,0.03402808755441386
