,close
16821,0.03351643701082724
16822,0.031143301054516927
16823,0.03717030404274267
16824,0.03608987043686156
16825,0.030105470483353602
16826,0.03601391328077982
16827,0.02451521230914277
16828,0.025133288281459585
16829,0.028225698596209013
16830,0.03468851698831943
16831,0.03310320784251149
16832,0.03386037841035918
16833,0.03635388912583147
16834,0.03128591887788647
16835,0.038031988279613044
16836,0.03253157842027219
16837,0.03474201176256604
16838,0.03208555915971684
16839,0.038065296994556234
16840,0.02824881592179923
16841,0.045467190881160045
16842,0.04162556046036641
16843,0.0400303020724314
16844,0.036552093065210844
16845,0.03744046892702707
16846,0.035750209683435716
16847,0.03061135236258423
16848,0.02399006305387974
16849,0.018101090613882903
16850,0.020121251174654246
16851,0.023881821982642784
16852,0.024733573570944557
16853,0.019785208538441318
16854,0.025902682116958568
16855,0.022014545778950848
16856,0.022014223394305567
16857,0.03152357394621796
16858,0.03204077542194931
16859,0.022813841454549337
16860,0.01982173204254482
16861,0.020856691410792293
16862,0.015016082778913451
16863,-0.0011937502899678478
16864,0.0015270457562798268
16865,0.005362306153509993
16866,0.0010495527940981447
16867,0.008263461975488261
16868,0.004892122807070383
16869,0.0020675660016213054
16870,-0.007053506879906256
16871,-0.01125056703913234
16872,-0.003620525761638259
16873,-0.007769813993878909
16874,-0.0024006348335988935
16875,-0.006427300324505398
16876,-0.005327624443243477
16877,0.017218985455066872
16878,0.02082139029369971
16879,0.020073944844114715
16880,0.019019884232304638
16881,0.0030039979678837623
16882,-0.0008424662935457132
16883,-0.0034964576404240707
16884,1.5651457484551614e-05
16885,0.005089354089241701
16886,0.008034173128583136
16887,0.01436527657849561
16888,0.018251618804785458
16889,0.012885680607980038
16890,0.00908112392094668
16891,0.003600844179746202
16892,0.005013344769114156
16893,0.010630530158763458
16894,0.0085473136264436
16895,0.014923607700986342
16896,0.019930250346913134
16897,0.01694799730730381
16898,0.010341042103805109
16899,0.013350829096210609
16900,0.01726691405403182
16901,0.022521662137715736
16902,0.025909133700232297
16903,0.03885772877907221
16904,0.03893810807761552
16905,0.03865023442051379
16906,0.03647591010267816
16907,0.030178162306271294
16908,0.023608089960914624
16909,0.02905054301885021
16910,0.03442143551574439
16911,0.024782998664077495
16912,0.018720936376239533
16913,0.020802473967687914
16914,0.013185975642282495
16915,0.01082445679773843
16916,0.02006265921625941
16917,-0.0010454010153718109
16918,-0.0017044274660933739
16919,2.735772841311643e-05
16920,0.0007499134156938431
16921,0.0034799019560996344
16922,0.003634260001607495
16923,0.001227093061659817
16924,-0.0049749987531201
16925,-0.00785639470840202
16926,0.00030244717492244384
16927,-0.007221719355302517
16928,-0.00616858353926478
16929,0.0011185726753454265
16930,-0.0002967178870180021
16931,-0.0030388121626007793
16932,-0.00218518391964644
16933,-0.0037196509586975668
16934,-0.007307155345388504
16935,-0.009482713669038986
16936,-0.002334090818367353
16937,0.0037764544190061226
16938,-0.004562569001783003
16939,-0.000382363848992772
16940,0.011269803008339175
16941,0.009608702979725329
16942,0.01185469899443549
16943,0.01400968293382908
16944,0.010924157749555416
16945,0.012555752504738577
16946,0.013693638009744224
16947,0.02413767212143722
16948,0.03227952873975373
16949,0.028355110850173882
16950,0.02739095360252838
16951,0.04384413568516025
16952,0.04238921163759984
16953,0.042022657352294816
16954,0.0450250650528889
16955,0.05588816135099835
16956,0.04550323456199518
16957,0.0439146949384779
16958,0.04133415042815398
16959,0.04131940227485721
16960,0.04279634094331249
16961,0.047227347485685474
16962,0.04386506568067852
