entry_time,exit_time,direction,entry_price,exit_price,pnl,pnl_pct,holding_bars,position_size,exit_reason
2023-01-06 21:00:00,2023-01-09 10:00:00,long,4106.0,4099.0,-6.125119972229005,-0.18646858171666475,4,0.8,signal
2023-01-09 10:00:00,2023-01-09 22:00:00,long,4101.0,4099.0,-1.2049999982118607,-0.05876615450923485,6,0.5,signal
2023-01-09 22:00:00,2023-01-11 14:00:00,long,4101.0,4154.0,7.931426251083613,1.2893483298518431,15,0.15,signal
2023-01-11 14:00:00,2023-01-12 10:00:00,long,4156.0,4117.0,-11.77445699572563,-0.9443741575012538,6,0.3,signal
2023-01-12 10:00:00,2023-01-12 15:00:00,short,4117.0,4141.0,-17.204642000794408,-0.5969895555291443,4,0.7,signal
2023-01-13 22:00:00,2023-01-16 13:00:00,long,4139.0,4096.0,-12.974114997982978,-1.0448671174988307,5,0.3,signal
2023-01-16 13:00:00,2023-01-16 21:00:00,short,4096.0,4085.0,7.29913101196289,0.2545734867453575,3,0.7,signal
2023-01-18 15:00:00,2023-01-19 11:00:00,long,4162.0,4186.0,11.791299998760223,0.5666170109928027,6,0.5,signal
2023-01-19 11:00:00,2023-01-20 14:00:00,long,4188.0,4169.0,-2.868803249448538,-0.456670367629503,11,0.15,signal
2023-01-30 15:00:00,2023-01-31 21:00:00,long,4204.0,4142.0,-18.675113997459412,-1.480741674394181,10,0.3,signal
2023-02-09 13:00:00,2023-02-09 22:00:00,long,4086.0,4093.0,3.295524999499321,0.1613081252814156,4,0.5,signal
2023-02-09 22:00:00,2023-02-10 10:00:00,long,4095.0,4056.0,-11.773358995914458,-0.9583523806198176,3,0.3,signal
2023-02-10 10:00:00,2023-02-10 14:00:00,long,4058.0,4039.0,-2.8682182489335535,-0.471203918011098,3,0.15,signal
2023-02-10 14:00:00,2023-02-10 22:00:00,short,4039.0,4060.0,-15.096850993037222,-0.5339670708109229,3,0.7,signal
2023-02-15 09:00:00,2023-02-16 09:00:00,long,4066.0,4078.0,2.8330905624389646,0.29032326635913314,9,0.24,signal
2023-02-16 09:00:00,2023-02-17 09:00:00,long,4080.0,4156.0,11.381469000130892,1.8597171568841326,9,0.15,signal
2023-02-17 09:00:00,2023-02-17 14:00:00,long,4158.0,4157.0,-0.7078749984502792,-0.03404882147427991,4,0.5,signal
