entry_time,exit_time,direction,entry_price,exit_price,pnl,pnl_pct,holding_bars,position_size,exit_reason
2023-01-10 09:00:00,2023-01-12 22:00:00,long,4104.0,4149.0,6.731430750489235,1.0934747807812273,25,0.15,signal
2023-01-19 14:00:00,2023-01-30 09:00:00,long,4192.0,4229.0,5.531052750796079,0.8796203484090456,11,0.15,signal
2023-02-16 11:00:00,2023-02-20 22:00:00,long,4107.0,4229.0,18.281244000345467,2.9674935476577335,23,0.15,signal
2023-03-03 14:00:00,2023-03-06 09:00:00,long,4267.0,4225.0,-21.21229998767376,-0.9942488862279709,5,0.5,stop_loss
2023-03-06 09:00:00,2023-03-06 15:00:00,long,4227.0,4210.0,-8.710924997925758,-0.4121563755820089,5,0.5,signal
2023-03-06 15:00:00,2023-03-07 10:00:00,short,4210.0,4247.0,-26.314392983317376,-0.8929213771061206,5,0.7,signal
2023-03-10 09:00:00,2023-03-10 23:00:00,long,4327.0,4345.0,4.270049282455444,0.4111826209898548,8,0.24,signal
2023-03-10 23:00:00,2023-03-13 23:00:00,long,4347.0,4387.0,19.781650006771088,0.9101288247881798,9,0.5,signal
2023-03-13 23:00:00,2023-03-15 09:00:00,long,4389.0,4374.0,-2.2697167494893074,-0.34475837312817004,10,0.15,signal
2023-03-29 14:00:00,2023-03-30 21:00:00,long,4141.0,4175.0,5.0812890011072165,0.8180453998401701,11,0.15,signal
2023-05-09 15:00:00,2023-05-10 13:00:00,long,3695.0,3689.0,-0.9166139996051789,-0.16537916095718158,7,0.15,signal
2023-05-26 22:00:00,2023-05-30 13:00:00,long,3498.0,3460.0,-9.160078080368041,-1.0911089766018727,14,0.24,stop_loss
2023-05-30 13:00:00,2023-05-31 10:00:00,long,3462.0,3446.0,-3.8797900806427004,-0.4669495090317134,7,0.24,signal
2023-06-02 13:00:00,2023-06-06 22:00:00,long,3585.0,3635.0,7.483754999935627,1.391679218955951,22,0.15,stop_loss
2023-06-06 22:00:00,2023-06-07 14:00:00,long,3637.0,3623.0,-2.116335000246763,-0.38792686284424216,6,0.15,signal
2023-06-15 09:00:00,2023-06-19 10:00:00,long,3746.0,3788.0,6.283048500716686,1.1181791245269062,19,0.15,stop_loss
2023-06-19 10:00:00,2023-06-20 10:00:00,long,3790.0,3748.0,-6.316960499435663,-1.1111627967345055,9,0.15,stop_loss
2023-06-28 21:00:00,2023-06-29 21:00:00,long,3723.0,3724.0,0.1332442510128021,0.02385965637260312,9,0.15,signal
