year,freq,strategy_name,total_trades,cumulative_return,annual_return,max_drawdown,sharpe_ratio,win_rate,buy_hold_return,stopped_out_count,data_length
2023,15min,"SuperTrend_SF14Re(19,1.55,n=1,ts=80)",111,-0.0049283131328115015,-0.003069840063736562,0.21461570411102093,0.040607756371548655,49.70832596782747,-0.006947890818869595,10,6480
2023,60min,"SuperTrend_SF14Re(19,1.55,n=1,ts=80)",35,0.09814146970283288,0.0446785029536394,0.08746603226397255,0.530604884259904,51.54457193292144,-0.009405940594064854,25,2160
2024,15min,"SuperTrend_SF14Re(19,1.55,n=1,ts=80)",96,0.4767554353037231,0.2758650491855428,0.07707648086620175,1.8680117480151628,51.47577501392241,-0.17936665017319287,12,6453
2024,60min,"SuperTrend_SF14Re(19,1.55,n=1,ts=80)",42,0.04634174169588823,0.02146547604289628,0.11917348832367736,0.2684254187000909,51.89228529839883,-0.17855373947498376,25,2151
2025,15min,"SuperTrend_SF14Re(19,1.55,n=1,ts=80)",114,-0.06827969283516178,-0.042999072643660874,0.18048947014011524,-0.3649636005807998,49.7058299162061,-0.05030303030302308,3,6489
2025,60min,"SuperTrend_SF14Re(19,1.55,n=1,ts=80)",40,0.051221197366716265,0.023562938694857927,0.09884470454873384,0.3195563078483476,50.91122868900647,-0.05431502715751435,12,2163
